date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
2024-10-11,2,1009384,GH0222,17.0,60.882355,61.82549,183.41177,186.67255,259.88235,379.77646,98.58867,98.29878,68.84058,final
2024-10-21,2,1009384,GH0222,17.0,88.64706,62.11765,247.29413,182.67255,345.05884,417.549,139.52673,134.43317,82.84456,final
2024-11-01,2,1009384,GH0222,17.0,21.882353,27.392157,171.41177,151.3353,358.7059,425.59216,82.99031,112.84194,84.466446,final
2024-11-11,2,1009384,GH0222,17.0,13.941176,23.923529,124.47059,113.433334,364.2353,429.13138,65.48709,109.319374,85.051506,final
2024-11-21,2,1009384,GH0222,17.0,5.2941175,19.888235,41.117645,71.20392,325.41177,411.22156,41.361378,60.51873,79.38363,final
2024-12-01,2,1009384,GH0222,17.0,1.3529412,13.209804,20.588236,57.02157,319.88235,385.25687,34.887474,41.256996,83.24834,final
2024-12-11,2,1009384,GH0222,17.0,1.4705882,10.207843,8.117647,43.30588,316.0,343.41177,42.547707,27.155384,92.13236,final
2024-12-21,2,1009384,GH0222,17.0,1.7058823,6.5666666,4.5294113,29.984314,292.94116,283.86078,57.975925,27.239096,103.14352,final
2025-01-01,2,1009384,GH0222,17.0,1.0,4.2490196,4.1764708,21.12353,196.17647,230.09608,64.87174,35.127224,85.57202,final
2025-01-11,2,1009384,GH0222,17.0,1.0,3.380392,3.7058823,14.247059,136.29411,171.8902,71.595695,45.232273,79.87673,final
2025-01-21,2,1009384,GH0222,17.0,9.411765,8.337255,11.411765,15.966666,57.058823,116.84902,108.056465,78.27551,50.930916,final
2025-02-01,2,1009384,GH0222,17.0,18.941177,13.878431,29.352943,25.596079,54.11765,103.65294,126.81762,112.278915,54.40962,final
2025-02-11,2,1009384,GH0222,17.0,28.117647,25.32353,56.47059,47.539215,68.29412,105.805885,109.21434,116.99945,66.146416,final
2025-02-21,2,1009384,GH0222,17.0,19.764706,21.019608,66.82353,60.22157,82.76471,107.08431,95.17709,110.12236,78.3024,final
2025-03-01,2,1009384,GH0222,17.0,43.82353,35.229412,91.70589,81.57255,125.23529,128.29216,121.36277,111.70503,97.70664,final
2025-03-11,2,1009384,GH0222,17.0,74.47059,37.52549,138.05882,93.77451,198.23529,155.56079,186.87753,144.83374,126.5784,final
2025-03-21,2,1009384,GH0222,17.0,70.35294,49.74706,188.64706,122.50196,266.88235,198.6902,137.63834,151.87772,133.47836,final
2025-04-01,2,1009384,GH0222,17.0,26.529411,52.262745,171.35294,139.5353,292.41177,246.70392,55.06095,122.01375,118.15938,final
2025-04-11,2,1009384,GH0222,17.0,44.35294,53.11569,141.23529,155.12549,335.7647,296.4392,84.92189,91.32543,113.04592,final
2025-04-21,2,1009384,GH0222,17.0,74.52941,50.368626,145.41177,155.74706,400.88235,338.47058,143.63625,93.57047,118.17091,final
2025-05-01,2,1009384,GH0222,17.0,67.23529,55.22157,186.11765,158.70589,449.17648,379.81372,119.949196,116.74452,118.02503,final
2025-05-11,2,1009384,GH0222,17.0,44.764706,51.909805,186.52942,157.5,465.82355,406.4,87.44487,117.864265,114.44423,final
2025-05-21,2,1009384,GH0222,17.0,84.117645,61.243137,196.11765,168.37451,530.1765,446.62354,134.53114,116.001854,118.50058,final
2025-06-01,2,1009384,GH0222,17.0,86.0,77.829414,214.88235,190.98235,572.3529,489.22354,109.86436,112.19498,116.82019,final
2025-06-11,2,1009384,GH0222,17.0,79.82353,60.480392,249.94118,199.55295,577.7059,512.1784,129.54034,124.63335,112.67018,final
2025-06-21,2,1009384,GH0222,17.0,62.64706,58.072548,228.4706,196.38235,570.0,520.5039,107.25279,115.93399,109.418785,final
2025-07-01,2,1009384,GH0222,17.0,13.176471,53.462746,155.64706,172.01569,556.64703,521.7039,31.090693,90.75301,106.63429,final
2025-07-11,2,1009384,GH0222,17.0,3.235294,37.841175,79.05882,149.37646,515.5294,506.4294,19.222849,54.450542,101.77933,final
2025-07-21,2,1009384,GH0222,17.0,4.529412,24.345098,20.941175,115.64902,445.52942,480.40588,32.473606,21.501356,92.81499,final
2025-08-01,2,1009384,GH0222,17.0,27.352942,19.34902,35.117645,81.53529,405.64706,444.53336,132.87164,46.359863,91.34963,final
2025-08-11,2,1009384,GH0222,17.0,25.294117,20.384314,57.176468,64.07843,386.17648,413.00784,119.34187,90.008514,93.58113,final
2025-08-21,2,1009384,GH0222,17.0,9.235294,37.79804,61.88235,77.53137,311.29413,389.56274,33.26156,81.038704,80.16321,final
2025-09-01,2,1009384,GH0222,17.0,14.235294,39.17451,48.764706,97.356865,239.5294,350.90784,43.543877,52.526726,68.70582,final
2025-09-11,2,1009384,GH0222,17.0,94.882355,52.05294,118.35294,129.02548,254.58823,342.4804,175.06961,92.036934,74.70586,final
2025-09-21,2,1009384,GH0222,17.0,58.235294,66.117645,167.35294,157.3451,250.17647,350.52548,88.916466,106.16455,71.77445,final
2025-10-01,2,1009384,GH0222,17.0,69.29412,58.729412,222.41177,176.9,306.29413,355.79214,116.577446,125.02022,86.28074,final
2025-10-11,2,1009384,GH0222,17.0,139.35294,61.82549,266.88235,186.67255,442.41174,379.77646,216.01479,141.8473,116.278366,final
2025-10-21,2,1009384,GH0222,17.0,78.05882,62.11765,286.70587,182.67255,515.94116,417.549,123.75109,155.43343,123.28538,final
2025-11-01,2,1009384,GH0222,17.0,47.117645,27.392157,264.52942,151.3353,535.70593,425.59216,160.89587,172.40472,125.57263,final
2025-11-11,2,1009384,GH0222,17.0,43.235294,23.923529,168.41176,113.433334,553.6471,429.13138,166.76836,146.4214,128.68158,final
2025-11-21,2,1009384,GH0222,17.0,67.882355,19.888235,158.23529,71.20392,612.2942,411.22156,292.83856,214.20853,148.30904,final
2025-12-01,2,1009384,GH0222,17.0,35.64706,13.209804,146.76471,57.02157,633.7059,385.25687,223.21524,244.69667,163.66295,final
2025-12-11,2,1009384,GH0222,17.0,34.058823,10.207843,137.58824,43.30588,572.8823,343.41177,256.8334,295.17783,165.86188,final
2025-12-21,2,1009384,GH0222,17.0,41.764706,6.5666666,111.4706,29.984314,556.41174,283.86078,404.3058,332.92233,194.35374,final
2026-01-01,2,1009384,GH0222,17.0,11.470589,4.2490196,87.29412,21.12353,498.58826,230.09608,178.0793,353.2988,214.20529,final
2026-01-11,2,1009384,GH0222,17.0,2.0588236,3.380392,55.294117,14.247059,361.29413,171.8902,84.23023,313.26407,207.07428,final
2026-01-21,2,1009384,GH0222,17.0,1.9411764,8.337255,15.470589,15.966666,285.17645,116.84902,52.043514,97.633965,238.14426,final
2026-02-01,2,1009384,GH0222,17.0,89.23529,13.878431,93.23529,25.596079,327.29413,103.65294,499.16907,321.0715,305.83078,prelim
2026-02-11,2,1009384,GH0222,17.0,25.117647,25.32353,116.29411,47.539215,309.17648,105.805885,99.321045,230.86395,283.53772,prelim
2026-02-21,2,1009384,GH0222,17.0,9.411765,21.019608,123.7647,60.22157,250.70589,107.08431,55.388092,197.42656,228.13708,prelim
2026-03-01,2,1009384,GH0222,17.0,38.588234,35.229412,73.117645,81.57255,253.64706,128.29216,108.34917,90.233734,194.04523,forecast
2022-01-01,2,1009385,GH0224,14.0,1.5714285,4.383333,6.214286,22.233334,265.50006,238.75,70.03298,41.178528,110.97438,final
2022-01-11,2,1009385,GH0224,14.0,1.5714285,3.3761904,5.714286,15.004762,213.71428,176.70476,78.45367,53.558678,120.36794,final
2022-01-21,2,1009385,GH0224,14.0,1.5,8.357142,4.642857,16.116667,143.64285,117.10238,48.663105,45.664673,121.73625,final
2022-02-01,2,1009385,GH0224,14.0,2.5,13.540476,5.5714283,25.27381,110.49999,104.02619,40.452038,34.919388,105.937836,final
2022-02-11,2,1009385,GH0224,14.0,26.0,23.345238,30.0,45.24286,66.85715,104.438095,109.36581,69.661644,65.66008,final
2022-02-21,2,1009385,GH0224,14.0,9.142858,19.854761,37.642857,56.740475,49.0,104.47143,56.902004,69.06792,49.327938,final
2022-03-01,2,1009385,GH0224,14.0,39.857143,34.30238,75.0,77.50238,86.78571,125.00952,114.13341,96.966896,70.59922,final
2022-03-11,2,1009385,GH0224,14.0,36.42857,37.959526,85.42857,92.11667,121.14285,152.36429,96.43628,93.11334,80.159775,final
2022-03-21,2,1009385,GH0224,14.0,46.357143,47.149998,122.64285,119.4119,164.92857,192.26904,98.47967,102.59698,86.14052,final
2022-04-01,2,1009385,GH0224,14.0,47.07143,52.87143,129.85715,137.98096,210.42857,240.75714,89.97778,94.31826,87.659134,final
2022-04-11,2,1009385,GH0224,14.0,62.285713,51.8,155.7143,151.82143,271.14285,289.18097,118.46076,102.48235,93.86836,final
2022-04-21,2,1009385,GH0224,14.0,56.642857,49.1,166.0,153.77142,326.2857,329.92383,113.94243,107.702,98.91375,final
2022-05-01,2,1009385,GH0224,14.0,79.85714,52.964287,198.7857,153.86429,403.64285,369.34763,146.39555,128.2766,109.16133,final
2022-05-11,2,1009385,GH0224,14.0,51.357143,48.84762,187.85715,150.91191,429.0,394.85,104.660416,123.69622,108.5407,final
2022-05-21,2,1009385,GH0224,14.0,50.0,59.57857,181.21428,161.39047,469.85715,434.57382,85.16757,111.914024,108.02671,final
2022-06-01,2,1009385,GH0224,14.0,47.07143,83.86429,148.42857,192.29048,477.07144,484.1357,58.596577,77.76785,98.55577,final
2022-06-11,2,1009385,GH0224,14.0,88.0,64.34286,185.07143,207.78572,528.6429,510.51904,134.1162,89.32527,103.51565,final
2022-06-21,2,1009385,GH0224,14.0,104.35714,62.533333,239.42856,210.74048,586.6429,525.9024,161.9306,113.2975,111.440994,final
2022-07-01,2,1009385,GH0224,14.0,70.71429,58.40238,263.07144,185.27856,610.2857,531.43335,119.41868,140.88368,114.69938,final
2022-07-11,2,1009385,GH0224,14.0,23.642857,42.37143,198.71428,163.30714,571.6429,522.00476,60.464413,121.03721,109.418915,final
2022-07-21,2,1009385,GH0224,14.0,40.285713,27.219048,134.64285,127.99286,555.2857,500.1238,140.55571,105.00027,110.92046,final
2022-08-01,2,1009385,GH0224,14.0,15.071428,23.354761,79.0,92.94524,490.5,470.51428,70.7868,85.76221,104.20297,final
2022-08-11,2,1009385,GH0224,14.0,13.785714,23.180952,69.14285,73.75476,452.92856,444.84763,66.66103,94.14397,101.79638,final
2022-08-21,2,1009385,GH0224,14.0,78.0,43.02619,106.85715,89.561905,480.92856,428.29523,172.82237,118.28986,112.147224,final
2022-09-01,2,1009385,GH0224,14.0,13.928572,45.66905,105.71429,111.87619,447.7857,390.1,37.35727,94.72784,114.60028,final
2022-09-11,2,1009385,GH0224,14.0,84.57143,59.135715,176.5,147.83095,444.35712,384.89285,139.6592,118.75867,115.251434,final
2022-09-21,2,1009385,GH0224,14.0,218.64285,72.53095,317.14285,177.33571,558.6428,394.89047,288.45624,176.67567,140.9493,final
2022-10-01,2,1009385,GH0224,14.0,73.71429,64.34048,376.9286,196.00714,561.6428,400.82858,113.518524,190.00748,139.62614,final
2022-10-11,2,1009385,GH0224,14.0,59.785713,65.99286,352.14285,202.86429,597.7857,424.45,91.25666,171.8154,140.36224,final
2022-10-21,2,1009385,GH0224,14.0,73.35714,67.21191,206.85715,197.54524,630.8571,464.44284,108.51,104.59745,135.44931,final
2022-11-01,2,1009385,GH0224,14.0,32.5,26.880953,165.64285,160.08571,648.2857,467.96906,117.62509,103.36622,138.1244,final
2022-11-11,2,1009385,GH0224,14.0,24.857143,23.480953,130.71428,117.57381,659.3571,468.26904,104.83197,110.72046,140.3762,final
2022-11-21,2,1009385,GH0224,14.0,19.642857,19.84762,77.0,70.209526,601.0,445.09045,99.17593,109.02875,134.6396,final
2022-12-01,2,1009385,GH0224,14.0,19.214285,12.904761,63.714287,56.233334,606.2857,412.3262,135.23935,112.217125,146.47672,final
2022-12-11,2,1009385,GH0224,14.0,13.285714,10.519048,52.142853,43.271427,535.0,363.70953,117.827545,118.37821,146.45676,final
2022-12-21,2,1009385,GH0224,14.0,2.0714285,7.178571,34.57143,30.60238,318.4286,298.35715,58.064514,111.14828,106.61644,final
2023-01-01,2,1009385,GH0224,14.0,1.0,4.383333,16.357143,22.233334,245.71428,238.75,63.94316,78.422806,102.85714,final
2023-01-11,2,1009385,GH0224,14.0,0.78571427,3.3761904,3.857143,15.004762,186.71428,176.70476,69.07333,44.275177,105.508675,final
2023-01-21,2,1009385,GH0224,14.0,11.071428,8.357142,12.857142,16.116667,124.428566,117.10238,120.320854,84.56422,106.00003,final
2023-02-01,2,1009385,GH0224,14.0,41.285713,13.540476,53.142857,25.27381,133.21428,104.02619,249.64685,192.05663,126.77163,final
2023-02-11,2,1009385,GH0224,14.0,2.2142856,23.345238,54.571426,45.24286,110.57143,104.438095,25.451492,118.566956,105.604385,final
2023-02-21,2,1009385,GH0224,14.0,16.071428,19.854761,59.571426,56.740475,107.0,104.47143,84.77824,104.58524,102.3098,final
2023-03-01,2,1009385,GH0224,14.0,57.357143,34.30238,75.64285,77.50238,145.14285,125.00952,158.65997,97.74609,115.48604,final
2023-03-11,2,1009385,GH0224,14.0,26.0,37.959526,99.42857,92.11667,157.85715,152.36429,72.16095,107.529,103.49053,final
2023-03-21,2,1009385,GH0224,14.0,65.0,47.149998,148.35715,119.4119,220.78572,192.26904,134.2282,123.26566,114.45573,final
2023-04-01,2,1009385,GH0224,14.0,43.07143,52.87143,134.07143,137.98096,262.85715,240.75714,83.06591,97.26569,108.99262,final
2023-04-11,2,1009385,GH0224,14.0,65.85714,51.8,173.92856,151.82143,327.9286,289.18097,124.74849,114.09701,113.17135,final
2023-04-21,2,1009385,GH0224,14.0,45.857143,49.1,154.78572,153.77142,362.7143,329.92383,94.00581,100.63884,109.79042,final
2023-05-01,2,1009385,GH0224,14.0,40.214287,52.964287,151.92856,153.86429,361.64285,369.34763,78.0037,98.78152,97.94182,final
2023-05-11,2,1009385,GH0224,14.0,60.785713,48.84762,146.85715,150.91191,420.2143,394.85,122.17015,97.39932,106.343445,final
2023-05-21,2,1009385,GH0224,14.0,26.928572,59.57857,127.92857,161.39047,431.0714,434.57382,49.441437,79.889534,99.203224,final
2023-06-01,2,1009385,GH0224,14.0,67.35714,83.86429,155.07143,192.29048,441.0714,484.1357,81.42432,81.134895,91.19584,final
2023-06-11,2,1009385,GH0224,14.0,68.35714,64.34286,162.64285,207.78572,483.42856,510.51904,105.78903,78.78482,94.74501,final
2023-06-21,2,1009385,GH0224,14.0,122.21429,62.533333,257.92856,210.74048,540.6428,525.9024,188.37259,121.87262,102.77648,final
2023-07-01,2,1009385,GH0224,14.0,131.21428,58.40238,321.7857,185.27856,628.7857,531.43335,214.84096,171.74069,118.14808,final
2023-07-11,2,1009385,GH0224,14.0,51.857143,42.37143,305.2857,163.30714,614.7857,522.00476,120.024124,184.35683,117.60533,final
2023-07-21,2,1009385,GH0224,14.0,43.642857,27.219048,226.71428,127.99286,612.5714,500.1238,150.97546,174.23062,122.26139,final
2023-08-01,2,1009385,GH0224,14.0,43.07143,23.354761,138.57143,92.94524,615.4285,470.51428,169.53566,146.58337,130.47527,final
2023-08-11,2,1009385,GH0224,14.0,55.92857,23.180952,142.64285,73.75476,610.5714,444.84763,216.20479,187.47165,136.83998,final
2023-08-21,2,1009385,GH0224,14.0,31.642857,43.02619,130.64285,89.561905,615.2857,428.29523,76.29765,143.44344,143.15544,final
2023-09-01,2,1009385,GH0224,14.0,39.142857,45.66905,126.71428,111.87619,587.0715,390.1,87.119965,112.695564,149.85358,final
2023-09-11,2,1009385,GH0224,14.0,32.285713,59.135715,103.07143,147.83095,551.0,384.89285,58.13565,70.71305,142.60327,final
2023-09-21,2,1009385,GH0224,14.0,49.642857,72.53095,121.07143,177.33571,478.42853,394.89047,70.47876,69.14248,120.890236,final
2023-10-01,2,1009385,GH0224,14.0,68.71429,64.34048,150.64285,196.00714,415.92856,400.82858,106.30773,77.4315,103.72077,final
2023-10-11,2,1009385,GH0224,14.0,82.0,65.99286,200.35715,202.86429,446.0714,424.45,122.54753,98.79386,105.034676,final
2023-10-21,2,1009385,GH0224,14.0,60.785713,67.21191,211.5,197.54524,463.21426,464.44284,91.10092,106.8897,99.73829,final
2023-11-01,2,1009385,GH0224,14.0,35.0,26.880953,177.7857,160.08571,455.14285,467.96906,125.46677,110.72171,97.28815,final
2023-11-11,2,1009385,GH0224,14.0,18.5,23.480953,114.28571,117.57381,417.71426,468.26904,82.511284,97.31746,89.31796,final
2023-11-21,2,1009385,GH0224,14.0,47.142857,19.84762,100.64285,70.209526,433.21426,445.09045,209.8505,140.46472,97.36138,final
2023-12-01,2,1009385,GH0224,14.0,10.0,12.904761,75.64285,56.233334,404.0714,412.3262,83.776596,131.69763,98.02198,final
2023-12-11,2,1009385,GH0224,14.0,2.0714285,10.519048,59.214287,43.271427,373.85715,363.70953,45.566124,133.02753,102.7522,final
2023-12-21,2,1009385,GH0224,14.0,2.5714285,7.178571,14.642857,30.60238,326.78574,298.35715,62.170082,55.17288,109.37133,final
2024-01-01,2,1009385,GH0224,14.0,17.142857,4.383333,21.785713,22.233334,275.21426,238.75,235.9807,98.356346,114.959694,final
2024-01-11,2,1009385,GH0224,14.0,2.5714285,3.3761904,22.285713,15.004762,195.7857,176.70476,90.392265,136.3961,110.501076,final
2024-01-21,2,1009385,GH0224,14.0,3.5714285,8.357142,23.285713,16.116667,138.57141,117.10238,64.17113,133.9497,117.58281,final
2024-02-01,2,1009385,GH0224,14.0,2.142857,13.540476,8.285714,25.27381,105.71427,104.02619,38.52575,43.885174,101.548325,final
2024-02-11,2,1009385,GH0224,14.0,8.142858,23.345238,13.857143,45.24286,95.35715,104.438095,46.367077,37.531986,91.7022,final
2024-02-21,2,1009385,GH0224,14.0,11.642858,19.854761,21.928574,56.740475,59.857143,104.47143,66.960434,43.615757,59.245728,final
2024-03-01,2,1009385,GH0224,14.0,75.57143,34.30238,95.35714,77.50238,125.428566,125.00952,205.00394,121.6415,100.32232,final
2024-03-11,2,1009385,GH0224,14.0,104.0,37.959526,191.2143,92.11667,227.35715,152.36429,253.7272,202.03976,147.65558,final
2024-03-21,2,1009385,GH0224,14.0,55.642857,47.149998,235.21428,119.4119,280.42856,192.26904,116.285446,193.07982,144.68999,final
2024-04-01,2,1009385,GH0224,14.0,24.571428,52.87143,184.21428,137.98096,287.85715,240.75714,51.098495,132.33531,119.16527,final
2024-04-11,2,1009385,GH0224,14.0,34.214287,51.8,114.42857,151.82143,319.50003,289.18097,69.03924,76.15578,110.30626,final
2024-04-21,2,1009385,GH0224,14.0,38.142857,49.1,96.92857,153.77142,354.07144,329.92383,79.746506,64.19831,107.209885,final
2024-05-01,2,1009385,GH0224,14.0,23.642857,52.964287,96.0,153.86429,375.57144,369.34763,49.41466,63.576275,101.662575,final
2024-05-11,2,1009385,GH0224,14.0,73.35714,48.84762,135.14285,150.91191,440.78574,394.85,145.51645,89.88592,111.488235,final
2024-05-21,2,1009385,GH0224,14.0,46.5,59.57857,143.5,161.39047,475.64285,434.57382,79.74782,89.2479,109.34292,final
2024-06-01,2,1009385,GH0224,14.0,64.21429,83.86429,184.07143,192.29048,464.2857,484.1357,77.887634,95.83404,95.94182,final
2024-06-11,2,1009385,GH0224,14.0,86.28571,64.34286,197.0,207.78572,446.5714,510.51904,131.644,94.93118,87.59549,final
2024-06-21,2,1009385,GH0224,14.0,122.21429,62.533333,272.7143,210.74048,513.1428,525.9024,188.37259,128.7261,97.59662,final
2024-07-01,2,1009385,GH0224,14.0,23.928572,58.40238,232.42857,185.27856,512.5,531.43335,45.626945,124.779465,96.47051,final
2024-07-11,2,1009385,GH0224,14.0,19.285715,42.37143,165.42857,163.30714,497.5714,522.00476,51.266586,101.260445,95.36373,final
2024-07-21,2,1009385,GH0224,14.0,3.7857144,27.219048,47.0,127.99286,463.21426,500.1238,27.268696,39.099842,92.69297,final
2024-08-01,2,1009385,GH0224,14.0,8.785714,23.354761,31.857143,92.94524,448.35712,470.51428,48.61869,37.63036,95.34038,final
2024-08-11,2,1009385,GH0224,14.0,10.142858,23.180952,22.714287,73.75476,385.14282,444.84763,53.734375,35.190617,86.727776,final
2024-08-21,2,1009385,GH0224,14.0,49.785713,43.02619,68.71429,89.561905,388.42853,428.29523,114.07466,77.95347,90.79918,final
2024-09-01,2,1009385,GH0224,14.0,7.785714,45.66905,67.71429,111.87619,332.0,390.1,25.233776,62.214798,85.29486,final
2024-09-11,2,1009385,GH0224,14.0,6.071429,59.135715,63.642857,147.83095,251.78574,384.89285,17.262503,44.914238,65.860596,final
2024-09-21,2,1009385,GH0224,14.0,37.642857,72.53095,51.5,177.33571,167.21428,394.89047,55.001076,30.986797,43.065365,final
2024-10-01,2,1009385,GH0224,14.0,107.71429,64.34048,151.42857,196.00714,251.0,400.82858,162.55194,77.822395,63.080822,final
2024-10-11,2,1009385,GH0224,14.0,69.0,65.99286,214.35715,202.86429,300.7143,424.45,104.23584,105.52902,71.1874,final
2024-10-21,2,1009385,GH0224,14.0,94.57143,67.21191,271.2857,197.54524,391.5,464.44284,137.88782,136.4069,84.46182,final
2024-11-01,2,1009385,GH0224,14.0,14.357142,26.880953,177.92857,160.08571,397.07144,467.96906,60.71695,110.80824,85.01009,final
2024-11-11,2,1009385,GH0224,14.0,18.142857,23.480953,127.07143,117.57381,405.0714,468.26904,81.25732,107.74848,86.646576,final
2024-11-21,2,1009385,GH0224,14.0,4.142857,19.84762,36.642857,70.209526,359.42856,445.09045,36.795704,55.369125,80.96785,final
2024-12-01,2,1009385,GH0224,14.0,1.4285715,12.904761,23.714285,56.233334,353.0714,412.3262,35.904255,46.893223,85.80133,final
2024-12-11,2,1009385,GH0224,14.0,1.7857143,10.519048,7.3571424,43.271427,348.7857,363.70953,43.725067,25.599289,95.952415,final
2024-12-21,2,1009385,GH0224,14.0,1.9285715,7.178571,5.1428576,30.60238,313.07138,298.35715,56.891495,28.489267,104.85047,final
2025-01-01,2,1009385,GH0224,14.0,1.1428572,4.383333,4.857143,22.233334,206.5,238.75,65.465614,36.19514,86.769226,final
2025-01-11,2,1009385,GH0224,14.0,1.0,3.3761904,4.071429,15.004762,138.5,176.70476,71.63161,45.346348,78.974266,final
2025-01-21,2,1009385,GH0224,14.0,9.214286,8.357142,11.357143,16.116667,53.142853,117.10238,106.41712,77.46082,47.618114,final
2025-02-01,2,1009385,GH0224,14.0,17.785715,13.540476,28.0,25.27381,56.571426,104.02619,122.89715,109.00512,56.473976,final
2025-02-11,2,1009385,GH0224,14.0,23.357143,23.345238,50.357143,45.24286,61.785717,104.438095,100.042,110.17912,61.026024,final
2025-02-21,2,1009385,GH0224,14.0,17.285715,19.854761,58.428574,56.740475,74.92857,104.47143,89.663765,102.734184,73.01318,final
2025-03-01,2,1009385,GH0224,14.0,45.285713,34.30238,85.92857,77.50238,118.78571,125.00952,127.945724,110.213264,95.21281,final
2025-03-11,2,1009385,GH0224,14.0,76.64286,37.959526,139.2143,92.11667,193.64285,152.36429,190.046,148.49593,126.23122,final
2025-03-21,2,1009385,GH0224,14.0,55.0,47.149998,176.92857,119.4119,246.7143,192.26904,115.052734,146.23083,127.59949,final
2025-04-01,2,1009385,GH0224,14.0,32.5,52.87143,164.14285,137.98096,278.07144,240.75714,64.79881,118.29747,115.1834,final
2025-04-11,2,1009385,GH0224,14.0,49.42857,51.8,136.92857,151.82143,326.5,289.18097,95.82495,90.5033,112.68574,final
2025-04-21,2,1009385,GH0224,14.0,76.21429,49.1,158.14285,153.77142,393.5,329.92383,150.11884,102.75328,118.98228,final
2025-05-01,2,1009385,GH0224,14.0,56.285713,52.964287,181.92856,153.86429,432.0,369.34763,105.730125,117.665565,116.73641,final
2025-05-11,2,1009385,GH0224,14.0,39.42857,48.84762,171.92857,150.91191,448.0714,394.85,82.50796,113.47983,113.31033,final
2025-05-21,2,1009385,GH0224,14.0,72.92857,59.57857,168.64285,161.39047,503.7143,434.57382,120.6725,104.35865,115.72897,final
2025-06-01,2,1009385,GH0224,14.0,93.5,83.86429,205.85715,192.29048,551.9285,484.1357,110.843185,106.876495,113.85971,final
2025-06-11,2,1009385,GH0224,14.0,84.07143,64.34286,250.5,207.78572,559.3571,510.51904,128.45076,120.073845,109.47357,final
2025-06-21,2,1009385,GH0224,14.0,67.28571,62.533333,244.85715,210.74048,571.6428,525.9024,107.037094,115.81376,108.6156,final
2025-07-01,2,1009385,GH0224,14.0,17.285715,58.40238,168.64287,185.27856,556.4285,531.43335,35.14965,91.25719,104.65951,final
2025-07-11,2,1009385,GH0224,14.0,4.714286,42.37143,89.28571,163.30714,511.7143,522.00476,20.506634,56.020027,98.04737,final
2025-07-21,2,1009385,GH0224,14.0,6.357143,27.219048,28.357143,127.99286,441.85715,500.1238,35.24978,25.081905,88.464874,final
2025-08-01,2,1009385,GH0224,14.0,26.142857,23.354761,37.214287,92.94524,411.7143,470.51428,109.83289,43.099888,87.634445,final
2025-08-11,2,1009385,GH0224,14.0,30.642857,23.180952,63.142857,73.75476,402.92856,444.84763,126.47854,86.525375,90.681496,final
2025-08-21,2,1009385,GH0224,14.0,9.071428,43.02619,65.85714,89.561905,339.07144,428.29523,29.299488,74.932014,79.40809,final
2025-09-01,2,1009385,GH0224,14.0,22.642857,45.66905,62.357143,111.87619,268.2143,390.1,54.555702,57.631195,69.150665,final
2025-09-11,2,1009385,GH0224,14.0,118.14286,59.135715,149.85715,147.83095,302.2857,384.89285,192.00357,101.325775,78.81286,final
2025-09-21,2,1009385,GH0224,14.0,77.64286,72.53095,218.42859,177.33571,312.64285,394.89047,106.59338,122.536934,79.432465,final
2025-10-01,2,1009385,GH0224,14.0,88.71429,64.34048,284.5,196.00714,384.07144,400.82858,135.15091,144.02473,95.87088,final
2025-10-11,2,1009385,GH0224,14.0,144.85715,65.99286,311.2143,202.86429,524.2143,424.45,211.08763,152.12537,123.230705,final
2025-10-21,2,1009385,GH0224,14.0,73.78571,67.21191,307.35715,197.54524,591.6429,464.44284,109.103485,154.21599,127.09596,final
2025-11-01,2,1009385,GH0224,14.0,50.857143,26.880953,269.5,160.08571,616.3571,467.96906,175.20537,166.27727,131.37373,final
2025-11-11,2,1009385,GH0224,14.0,45.5,23.480953,170.14285,117.57381,631.2143,468.26904,177.31148,142.88766,134.42973,final
2025-11-21,2,1009385,GH0224,14.0,65.42857,19.84762,161.78572,70.209526,687.5715,445.09045,283.44193,221.76144,153.87384,final
2025-12-01,2,1009385,GH0224,14.0,43.07143,12.904761,154.0,56.233334,708.0,412.3262,268.48404,259.66248,170.84956,final
2025-12-11,2,1009385,GH0224,14.0,29.5,10.519048,138.0,43.271427,619.3571,363.70953,222.30745,296.2415,169.33577,final
2025-12-21,2,1009385,GH0224,14.0,42.285713,7.178571,114.85714,30.60238,584.0,298.35715,388.26978,336.65485,194.16058,final
2026-01-01,2,1009385,GH0224,14.0,15.142858,4.383333,86.92857,22.233334,510.4286,238.75,214.66632,337.55902,211.45787,final
2026-01-11,2,1009385,GH0224,14.0,1.9285715,3.3761904,59.35714,15.004762,367.49997,176.70476,82.71746,321.7091,205.00288,final
2026-01-21,2,1009385,GH0224,14.0,1.7857143,8.357142,18.857143,16.116667,295.49997,117.10238,50.802143,112.97779,246.10493,final
2026-02-01,2,1009385,GH0224,14.0,80.35714,13.540476,84.07143,25.27381,325.0,104.02619,460.3827,294.21942,302.67957,prelim
2026-02-11,2,1009385,GH0224,14.0,24.785715,23.345238,106.928566,45.24286,304.2857,104.438095,105.0819,222.77509,282.61246,prelim
2026-02-21,2,1009385,GH0224,14.0,9.357142,19.854761,114.49999,56.740475,248.21431,104.47143,57.764156,193.55211,231.30629,prelim
2026-03-01,2,1009385,GH0224,14.0,35.07143,34.30238,69.21429,77.50238,240.2143,125.00952,101.95675,89.95412,188.61256,forecast
