country,district_id,district_name,time,year,label,elev_std,rainfall_std,ntl_std,temp_std,travel_std,pop_dens_std,poverty_std
BFA,202,Gayéri,1,2010,DHS 2010,-0.6053741372954762,-0.2620664378121151,-0.14833133318376757,-0.042545386979561395,0.025038913545771653,0.2517962709033342,0.3137495469901259
BFA,202,Gayéri,2,2021,DHS 2021,-0.6053741372954762,-0.9693071771518751,-0.1442917747898229,0.9810676020583257,0.025038913545771653,0.2517962709033342,0.3137495469901259
BFA,203,Kompienga,1,2010,DHS 2010,-2.3223894593630865,0.9774524774538793,-0.14521080595712166,-0.0299005237863571,-0.20427289524214265,0.2517962709033342,0.3137495469901259
BFA,203,Kompienga,2,2021,DHS 2021,-2.3223894593630865,-0.02669298373246801,-0.14202305798314133,0.5853460032837315,-0.20427289524214265,0.2517962709033342,0.3137495469901259
BFA,204,Madjoari,1,2010,DHS 2010,-2.5508615126669723,0.6250087689077483,-0.14833133318376757,-0.6498145471745561,0.8968114450774297,-3.031077260371923,0.005636665486651788
BFA,204,Madjoari,2,2021,DHS 2021,-2.5508615126669723,-0.10796523100693325,-0.14833133318376757,0.2676089540402601,0.8968114450774297,-3.031077260371923,0.005636665486651788
BFA,205,Pama,1,2010,DHS 2010,-2.1275392393698778,0.35320808989645625,-0.13068772851038923,-0.3703909598161119,1.9449624708179267,-2.4391427813541444,0.005636665486651788
BFA,205,Pama,2,2021,DHS 2021,-2.1275392393698778,-0.3576194300656532,-0.13140357274034722,0.5421229877743765,1.9449624708179267,-2.4391427813541444,0.005636665486651788
BFA,206,Botou,1,2010,DHS 2010,-1.3644963517118547,-0.22610402652880193,-0.14833133318376757,-0.3648078554266031,1.238071846466456,-0.6513454179643665,1.3718349407062354
BFA,206,Botou,2,2021,DHS 2021,-1.3644963517118547,-0.7686106688591978,-0.14833133318376757,0.7809756657613662,1.238071846466456,-0.6513454179643665,1.3718349407062354
BFA,207,Diapaga,1,2010,DHS 2010,-0.8985728323773029,0.4208608011542344,-0.13524270631505894,-0.9338687960436203,2.409722972663478,-2.1640417904157907,1.3718349407062354
BFA,207,Diapaga,2,2021,DHS 2021,-0.8985728323773029,-0.2378189727969147,-0.12567966183603516,0.1868091727952946,2.409722972663478,-2.1640417904157907,1.3718349407062354
BFA,208,Kantchari,1,2010,DHS 2010,-0.8993829246784444,-0.13900150721342874,-0.14555642899303528,-0.6311866588250167,1.1532782349129413,-1.200766016481877,1.3718349407062354
BFA,208,Kantchari,2,2021,DHS 2021,-0.8993829246784444,-0.7981731248300006,-0.14027636075853941,0.5796155596643393,1.1532782349129413,-1.200766016481877,1.3718349407062354
BFA,209,Logobou,1,2010,DHS 2010,-2.087888424229865,0.5176881389603758,-0.14833133318376757,-0.9325848398974939,2.280284428282987,-0.8359886472999218,1.3718349407062354
BFA,209,Logobou,2,2021,DHS 2021,-2.087888424229865,0.04879261589576159,-0.14833133318376757,0.1360034490622994,2.280284428282987,-0.8359886472999218,1.3718349407062354
BFA,210,Namounou,1,2010,DHS 2010,-1.2091377977533686,0.3795688574504281,-0.14833133318376757,-0.9155987315380834,0.4259658710628769,2.894439241143504,1.3718349407062354
BFA,210,Namounou,2,2021,DHS 2021,-1.2091377977533686,-0.33109340304009893,-0.14833133318376757,0.17415378537138435,0.4259658710628769,2.894439241143504,1.3718349407062354
BFA,211,Partiaga,1,2010,DHS 2010,-1.24657820865324,-0.003132731240398597,-0.14833133318376757,-0.7510681707965343,0.7995925145898672,-0.19353290509057042,1.3718349407062354
BFA,211,Partiaga,2,2021,DHS 2021,-1.24657820865324,-0.5886660284980398,0.17488513392848004,0.4369227776376654,0.7995925145898672,-0.19353290509057042,1.3718349407062354
BFA,212,Tambaga,1,2010,DHS 2010,-1.8921577126457534,0.29985887673340356,-0.14833133318376757,-0.7451009319862679,1.670419475283395,0.21761622664900093,1.3718349407062354
BFA,212,Tambaga,2,2021,DHS 2021,-1.8921577126457534,-0.28656572678401226,-0.14833133318376757,0.4221520198418583,1.670419475283395,0.21761622664900093,1.3718349407062354
BFA,213,Tansarga,1,2010,DHS 2010,-0.9622237996993619,0.6567009507188462,-0.14833133318376757,-0.935336926227101,1.24426287438143,0.602988847568555,1.3718349407062354
BFA,213,Tansarga,2,2021,DHS 2021,-0.9622237996993619,-0.16291794005729304,-0.14833133318376757,0.15397883510807944,1.24426287438143,0.602988847568555,1.3718349407062354
BFA,214,Bama,1,2010,DHS 2010,0.507555222352585,1.8108173294532264,-0.1325240998934693,-1.5365178189586912,-0.07155645830963203,-0.10789525660842307,-1.3744316429838912
BFA,214,Bama,2,2021,DHS 2021,0.507555222352585,0.5127616617314434,-0.12693101095974968,-0.00804169661008966,-0.07155645830963203,-0.10789525660842307,-1.3744316429838912
BFA,215,Bobo-Dioulasso,1,2010,DHS 2010,1.5875257031390506,2.203641488468599,3.392707506565082,-1.4197093823533025,-0.6728814818081316,-0.37859545052176974,-0.4267349479711658
BFA,215,Bobo-Dioulasso,2,2021,DHS 2021,1.5875257031390506,1.093354795675549,4.146305421758407,0.0566454874240497,-0.6728814818081316,-0.37859545052176974,-0.4267349479711658
BFA,216,Dandé,1,2010,DHS 2010,0.7777763900064836,1.9091494522614747,-0.14833133318376757,-2.1193602396851556,-0.028509928789852118,-0.37859545052176974,-0.4267349479711658
BFA,216,Dandé,2,2021,DHS 2021,0.7777763900064836,0.44752437333004946,-0.13138696909875205,-0.6679741072576806,-0.028509928789852118,-0.37859545052176974,-0.4267349479711658
BFA,217,Faramana,1,2010,DHS 2010,1.5089614303489423,1.7855781365324759,-0.14833133318376757,-2.025652489479337,1.1900091284155172,0.23569328534433479,-1.3744316429838912
BFA,217,Faramana,2,2021,DHS 2021,1.5089614303489423,0.06183323053373915,-0.12788975935548885,-0.5374052390042564,1.1900091284155172,0.23569328534433479,-1.3744316429838912
