district_name,district_code,region,name_clean,area_km2,elev_mean,elev_median,elev_sd,precip_mean,travel_time_mean,travel_time_median,poverty_H,mpi_index,literacy_rate,illiteracy_prop,pop_under5,pop_total,prop_under5,pop_density
Tempane,GHA12.15_2,Upper East,tempane,387.35000695209567,233.9855499267578,235.74130557421697,18.041065216064453,951.57635498046875,53.06461715698242,51.21360574,0.507,0.2,0.3436286524744568,0.6563713475255433,11807,86993,0.13572356396491672,224.58499661459564
Daffiama-Bussie-Issa,GHA13.1_2,Upper West,daffiama bussie issa,1462.0169663920442,282.91400146484375,282.4524697216017,29.868640899658203,951.10980224609375,275.6184082,273.8158303505733,0.387,0.2,0.3346907296004936,0.6653092703995064,5276,38754,0.1361407854673066,26.507216325701656
Jirapa,GHA13.2_2,Upper West,jirapa,1193.0609443540689,289.0742492675781,289.93927962613213,21.37493133544922,911.16107177734375,266.61981201171875,265.93543037704126,0.501,0.2,0.4231689742138041,0.5768310257861959,11114,91279,0.1217585644014505,76.50824581255492
Lambussie-Karni,GHA13.3_2,Upper West,lambussie karni,814.9025868372062,300.94342041015625,300.8925307070083,19.28436279296875,911.8254395,249.76007080078125,252.40773152518577,0.442,0.2,0.40000935803855514,0.5999906419614449,6887,51118,0.13472749325090966,62.72897009493957
Lawra,GHA13.4_2,Upper West,lawra,529.2368073,266.4943542480469,265.9120749555764,17.414886474609375,902.2894287109375,247.0679168701172,244.7730955550084,0.395,0.2,0.46031968592260236,0.5396803140773976,6893,58433,0.11796416408536273,110.40993218815491
Nadowli-Kaleo,GHA13.5_2,Upper West,nadowli kaleo,1136.2779002204466,285.965332,284.4743323,27.314882278442383,934.8717041015625,252.32904052734375,248.11560781442486,0.406,0.2,0.4753399790782106,0.5246600209217894,9925,77057,0.128800758,67.81527651382673
Nandom,GHA13.6_2,Upper West,nandom,406.05185560298264,267.3421936035156,266.0601921,17.696666717529297,911.7380371,222.5150146484375,220.61056654308837,0.318,0.1,0.48713624866121275,0.5128637513387873,6010,51328,0.11709008728179551,126.40750015482251
Sissala East,GHA13.7_2,Upper West,sissala east,5114.880264240658,275.08013916015625,280.93641267143306,42.06768035888672,986.963623,200.690918,197.86377704126062,0.28800000000000003,0.1,0.43866334679500807,0.5613366532049919,12306,80619,0.15264391768689764,15.761659283331921
Sissala West,GHA13.8_2,Upper West,sissala west,2058.614571462229,294.3809814453125,293.82179217199206,27.663244247436523,938.5032958984375,236.99366760253906,238.14886506143293,0.32299999999999995,0.1,0.38981588032220943,0.6101841196777906,9743,63828,0.15264460738234004,31.005318278041297
Wa East,GHA13.10_2,Upper West,wa east,4315.34189,251.68370056152344,247.16604829756034,48.90190124511719,990.4991455078125,278.5890197753906,276.6940327,0.48700000000000004,0.2,0.2867919977488644,0.7132080022511356,14026,91457,0.15336168909979553,21.193454036699507
Wa Municipal,GHA13.9_2,Upper West,wa,582.140032,311.6645812988281,312.20324120796784,22.335269927978516,983.0302734,224.4287109,223.79730961409297,0.165,0.1,0.6768541858189259,0.32314581418107413,25987,200672,0.1294998804018498,344.71431094709806
Wa West,GHA13.11_2,Upper West,wa west,1497.6482483553154,271.5278015136719,270.77021485057213,24.217599868774414,988.1241455078125,242.93043518066406,243.0666810424483,0.619,0.3,0.3241538707416924,0.6758461292583076,12803,96957,0.13204822756479676,64.73950081835041
Adaklu,GHA14.1_2,Volta,adaklu,804.1013891174575,68.67796325683594,67.15798741,23.938032150268555,1152.7078857421875,74.64029693603516,70.0137341,0.332,0.1,0.6660829660044684,0.33391703399553163,4514,38649,0.11679474242541851,48.064834264767605
Afadzato South,GHA14.2_2,Volta,afadzato south,555.3404538367881,200.76638793945313,153.28296396356134,142.2060547,1361.213379,42.24943161010742,38.30317427418513,0.325,0.1,0.7769216164045442,0.22307838359545584,8147,73146,0.11137997976649441,131.71379735555382
Agotime Ziope,GHA14.3_2,Volta,agortime ziope,316.89820533555564,74.98138427734375,75.02002640413357,13.706639289855957,1135.4581298828125,79.08750915527344,84.71052528514662,0.257,0.1,0.6512657674716695,0.34873423252833047,4282,39553,0.10825980330189872,124.81295044924066
Akatsi North,GHA14.4_2,Volta,akatsi north,315.3353167929643,62.46680832,60.80033097827792,16.751466751098633,1042.7874755859375,162.42237854003906,161.07915743684597,0.39299999999999996,0.2,0.5869959140166993,0.41300408598330074,3717,32755,0.11347885818958937,103.87355381923659
Akatsi South,GHA14.5_2,Volta,akatsi south,538.0613143544646,31.114011764526367,31.831766653158066,18.316463470458984,1019.7115478515625,138.89353942871094,135.49585803237133,0.301,0.1,0.6623850440952609,0.3376149559047391,10161,92133,0.11028621666503859,171.23141460288025
Anloga,GHA14.6_2,Volta,anloga,237.21038178064967,0.7648009657859802,0.6654930670915779,1.6655737161636353,928.4981689453125,165.7599639892578,165.0659107898302,0.316,0.1,0.6467405743545154,0.3532594256454846,9781,94895,0.10307181621792508,400.04572855394736
Central Tongu,GHA14.7_2,Volta,central tongu,684.8488424637454,36.81505203,37.962541422469705,19.458032608032227,1074.786865234375,112.40742492675781,107.06181879855014,0.36,0.2,0.5918170238378522,0.4081829761621478,9572,83284,0.11493203976754239,121.60931702882873
Ho Municipal,GHA14.8_2,Volta,ho,576.0122316331137,173.93161010742188,155.19439912684075,74.98320007324219,1285.3729248046875,35.30113602,29.457676446536674,0.125,0.1,0.8804593657335277,0.11954063426647232,16731,180142,0.092876731,312.73988659799846
Ho West,GHA14.9_2,Volta,ho west,1007.0747100573483,172.9593048095703,110.44935307718035,158.0618896484375,1280.7872314453125,83.16596984863281,63.431914968240726,0.27899999999999997,0.1,0.7837845281044311,0.2162154718955689,8691,83172,0.10449430096667148,82.58771586
Hohoe,GHA14.10_2,Volta,hohoe,686.9766097534965,280.02984619140625,247.9961629373257,132.4995574951172,1484.7362060546875,39.691307067871094,35.34865567722437,0.188,0.1,0.8146377381708879,0.18536226182911208,12205,114472,0.10661995946607031,166.63158304774782
Keta Municipal,GHA14.11_2,Volta,keta,518.7177627387615,3.380154848098755,1.6058705926443952,5.728371620178223,943.9761962890625,161.91529846191406,163.12519059987142,0.252,0.1,0.7139165583946875,0.2860834416053125,7697,78862,0.097600872,152.0325804607481
Ketu North,GHA14.12_2,Volta,ketu north,425.31277786132046,32.91273880004883,32.44125056877774,16.224742889404297,1011.8116455078125,145.75375366210938,146.07384888996543,0.272,0.1,0.6325739558137417,0.36742604418625835,13095,114993,0.11387649683024184,270.3727844205404
Ketu South,GHA14.13_2,Volta,ketu south,279.29480111503545,12.492998123168945,9.622914275,9.956401824951172,973.92913818359375,121.63129425048828,121.42153107577106,0.256,0.1,0.6464295340688347,0.35357046593116526,30691,253122,0.12124983209677546,906.2896945788281
Kpando,GHA14.14_2,Volta,kpando,315.4125308824545,111.33484649658203,112.94170232779113,34.72851563,1287.22998,72.38053894042969,59.97153831581675,0.23399999999999999,0.1,0.7855093956719418,0.21449060432805822,5882,58552,0.1004577128022954,185.63625178804548
North Dayi,GHA14.15_2,Volta,north dayi,464.74380934685655,118.3119888305664,87.91725525158286,69.83486176,1265.065673828125,90.31967926,90.59967986296428,0.301,0.1,0.7794920966992097,0.2205079033007903,3907,39268,0.099495773,84.49386352275809
North Tongu,GHA14.16_2,Volta,north tongu,1136.5885537730858,30.59104347229004,27.937904100598477,20.752666473388672,1110.2098388671875,125.04582977294922,118.24573090570729,0.384,0.2,0.6359093228989452,0.3640906771010548,14114,111410,0.12668521676689704,98.02139888718469
South Dayi,GHA14.17_2,Volta,south dayi,359.7530068,149.05348205566406,113.54702763381756,91.29107666015625,1264.785645,86.66553497314453,65.52641278226987,0.29,0.1,0.7551469558432204,0.24485304415677955,6177,57518,0.1073924684446608,159.88191596348688
South Tongu,GHA14.18_2,Volta,south tongu,646.1562648348638,8.720300674438477,3.9340071820480893,10.729730606079102,999.7302246,130.58770751953125,125.02444996966149,0.324,0.1,0.6657019856636731,0.3342980143363269,12838,113114,0.11349611895963364,175.05672568060328
Ahanta West,GHA15.1_2,Western,ahanta west,556.7794671514299,37.05782699584961,29.20140597967259,29.58106803894043,1553.981445,151.8085174560547,146.01196993921093,0.272,0.1,0.7077146348915369,0.29228536510846315,17713,153140,0.11566540420530234,275.0460622829502
Effia Kwesimintsim,GHA15.2_2,Western,effia kwesimintsim,105.36847424500817,29.34805679321289,26.928882026110987,14.489951133728027,1576.760498046875,128.90354919433594,126.75177795440624,0.093,0,0.8974752543440188,0.10252474565598124,17400,173975,0.10001437,1651.1105550932095
Ellembelle,GHA15.3_2,Western,ellembelle,1000.0960243044703,59.009796142578125,53.738173144775494,38.43358231,1768.575439453125,278.37164306640625,252.2799628717741,0.33299999999999996,0.1,0.6902535804467149,0.3097464195532851,14668,120893,0.12133043269668219,120.88139244836674
Jomoro,GHA15.4_2,Western,jomoro,1501.4498321203816,55.92424774169922,46.50480725722051,38.30630111694336,1872.634277,261.5924987792969,247.21092784573807,0.312,0.1,0.6615964977645306,0.33840350223546944,15366,126576,0.12139742131209708,84.30251700201431
Mpohor,GHA15.5_2,Western,mpohor,526.9810571531286,63.31778335571289,61.95996469638344,23.399019241333008,1636.700684,163.77862548828125,160.09158249250203,0.314,0.1,0.6953673373888629,0.3046326626111371,5831,52028,0.11207426770200661,98.72840645
Nzema East,GHA15.6_2,Western,nzema east,1088.756852195399,56.717037200927734,50.27083386569903,33.89065933227539,1713.269287109375,290.7871094,247.00575822504814,0.382,0.2,0.5935943682364542,0.4064056317635458,11702,94621,0.12367233489394532,86.90737496549724
Prestea-Huni Valley,GHA15.7_2,Western,prestea/huni valley,1817.4639614987448,90.19673919677734,84.65684449647367,39.230369567871094,1702.9720458984375,189.35736083984375,182.14464541765958,0.295,0.1,0.6968046850919553,0.30319531490804474,28332,229301,0.12355811793232475,126.16536275685506
Sekondi Takoradi,GHA15.8_2,Western,sekondi takoradi metropolitan area,87.20065416502426,30.014123916625977,32.70746391221935,15.402832984924316,1548.5357666015625,114.77400970458984,112.57754125955191,0.10400000000000001,0,0.890000186,0.10999981418165605,23556,245382,0.095997261,2813.992651197581
Shama,GHA15.9_2,Western,shama,194.59328107702837,21.180269241333008,19.151611765358457,14.106988906860352,1517.485595703125,111.65269470214844,109.2091074721343,0.22,0.1,0.7539857615562018,0.24601423844379822,14136,117224,0.12058964034668669,602.4051773586042
Tarkwa Nsuaem,GHA15.10_2,Western,tarkwa nsuaem,909.3725879680289,81.132171630859375,73.70287626862397,32.96241760253906,1717.8355712890625,201.35813903808594,191.14279622457772,0.182,0.1,0.7932796695440343,0.20672033045596572,24517,219109,0.11189408011537637,240.9452438956773
Wassa Amenfi Central,GHA15.11_2,Western,wassa amenfi central,1853.9668013984453,116.08162689208984,116.4804324779568,30.950027465820313,1616.790283203125,198.0938262939453,180.36531651390877,0.376,0.2,0.5941095213607994,0.4058904786392006,15529,117999,0.13160281019330672,63.64677076
Wassa Amenfi East,GHA15.12_2,Western,wassa amenfi east,1564.9534392684518,126.2804183959961,116.10255559910725,54.507164001464844,1490.2762451171875,136.47471618652344,122.63592124319092,0.355,0.2,0.6220784477580759,0.37792155224192414,21728,179696,0.12091532365773305,114.82514143296181
Wassa Amenfi West,GHA15.13_2,Western,wassa amenfi west,1454.635972049192,110.32536315917969,106.72166428554637,38.29001998901367,1674.0181884765625,247.13633728027344,238.4919264201664,0.249,0.1,0.6466702117112652,0.35332978828873485,16304,131000,0.12445801526717558,90.05689568879293
Wassa East,GHA15.14_2,Western,wassa east,1659.824462157596,92.08287811279297,89.55012483954577,33.30273438,1573.937744140625,192.6657715,172.3494250789263,0.38,0.2,0.6265132957006426,0.3734867042993574,12516,99641,0.12561094328639816,60.03104681953973
Aowin,GHA16.1_2,Western North,aowin,2620.492692092326,133.1461639404297,119.20439882649109,58.27850341796875,1703.6563720703125,250.74044799804688,230.25491770374808,0.371,0.2,0.5447370277611203,0.4552629722388797,16076,133257,0.12063906586520783,50.85188766300328
Bia East,GHA16.2_2,Western North,bia east,786.3121377668783,221.64471435546875,221.45112108880505,25.619443893432617,1271.598388671875,199.53811645507813,189.30409798107084,0.375,0.2,0.5659667462713468,0.4340332537286532,7192,53073,0.13551146534019182,67.49609658923363
Bia West,GHA16.3_2,Western North,bia west,1291.7411915580617,196.1895294189453,193.64294178868215,24.72132110595703,1341.948242,214.80392456054688,204.64408715393367,0.33299999999999996,0.1,0.561965481,0.438034519,15674,115881,0.13525944719151545,89.70914665981009
Bibiani-Anhwiaso-Bekwai-,GHA16.4_2,Western North,bibiani anhwiaso bekwai,837.3442203398749,190.67770385742188,175.55724917975874,67.02571868896484,1452.7364501953125,144.01437377929688,139.72358067496899,0.18899999999999997,0.1,0.7204452477023089,0.2795547522976911,20497,167971,0.1220270165683362,200.59970072023808
Bodi,GHA16.5_2,Western North,bodi,664.9085484243976,175.20840454101563,158.22249222841452,68.88825225830078,1529.3355712890625,145.5869598388672,140.98187768539606,0.258,0.1,0.597477349,0.402522651,7714,65748,0.11732676279126361,98.88277140638353
Juaboso,GHA16.6_2,Western North,juaboso,1374.985961011023,211.12657165527344,190.6260846823938,78.25679779052734,1442.321777,179.8445281982422,158.63401714530733,0.245,0.1,0.6096606607003583,0.3903393392996417,10719,88814,0.12069043168869772,64.59265950227982
Sefwi-Akontombra,GHA16.8_2,Western North,sefwi akontombra,1124.4428656388732,205.73455810546875,188.43659544587948,68.27441406,1596.517822265625,194.66958618164063,187.79595925661508,0.32899999999999996,0.1,0.6012725157742607,0.39872748422573934,8085,66689,0.12123438648052902,59.30848248
Sefwi-Wiawso,GHA16.7_2,Western North,sefwi wiawso,1015.7256581934138,189.3379364013672,179.4739538620828,46.28821563720703,1503.6199951171875,134.30081176757813,124.87772608740092,0.18600000000000003,0.1,0.7037803648786943,0.29621963512130567,17164,151220,0.11350350482740379,148.87878314402568
Suaman,GHA16.9_2,Western North,suaman,401.5771648049845,143.41612243652344,139.71405149437282,21.76351547241211,1553.7645263671875,167.74505615234375,150.78940139789194,0.245,0.1,0.6373506729169817,0.36264932708301834,4213,38268,0.11009198285774015,95.29426310528353
