"district_id","district_name","elevation_std","rainfall_std","travel_time_std","poverty_std","literacy_rate_std","pop_density_std","observed","y_i","psi_i"
173,"Nanton",-0.165228115779209,-0.630310869159941,-0.810485050554923,0.913919366399976,-1.99168585231261,-0.458958366401905,0,NA,NA
174,"Nanumba North",-0.137643589950536,-0.0986736813319036,-0.122153566265886,1.03266950896069,-1.79838175579951,-0.612081293246034,1,-2.55002289235337,0.530840576838974
175,"Nanumba South",-0.220580862364621,0.0269149254849901,-0.119183322847816,1.38891993664284,-2.02164733068411,-0.824923972247698,1,-1.00528549164303,0.436547428188014
176,"New Juaben North",0.427734996983979,0.609176354925337,-1.26957484492211,-1.26069261924315,1.27004681178064,0.837904602232712,0,NA,NA
177,"New Juaben South",0.445918161243347,0.434970338251056,-1.40552025427904,-1.41655218135409,1.31843259908258,1.4941413527013,1,-2.43570107334457,0.307467590584612
178,"Ningo-Prampram",-1.56758173856723,-1.03210179667919,-0.346407528250485,-0.607566835159204,0.771521161526941,0.248798987914016,0,NA,NA
179,"Nkoranza North",0.72445497818932,-0.230119746024164,0.0541507700324719,-0.132566264916338,-0.357931015014257,-1.06262409721458,0,NA,NA
180,"Nkoranza South",0.839537217002832,-0.156116055702684,-0.0900184138637318,-0.711473209899831,-0.0457358902994533,-0.362435301907239,1,-2.16971330840773,0.728231666289635
181,"Nkwanta North",-0.387743082302332,0.0220560716196887,0.0411564195604894,2.04946760463683,-1.88774366814515,-0.412148729547453,1,-0.938500813424837,0.255385409112708
182,"Nkwanta South",1.13321388680585,0.320428080667953,0.461645510883238,1.12915399979127,-1.08372370030432,-0.936750661479417,1,-2.00627167996011,0.331551596234713
183,"North Dayi",-0.549390750871327,0.17979644416882,-0.214875760263133,0.186574743215587,0.679627439274172,-0.601595249510966,0,NA,NA
184,"North East Gonja",-0.456835666323058,-0.253872822228963,0.830664043156024,2.43540556795916,-2.47113127795621,-2.21696155308059,1,-3.50986596996664,0.444334768694821
185,"North Gonja",0.689411714035983,-0.894056680430618,1.90979826893775,2.28696788975826,-2.31444789418335,-1.79489736472449,1,-3.87989944274699,1.09292980907783
186,"North Tongu",-1.49566321959076,-0.538348723906476,0.268358223656326,0.802591107749304,-0.0986485005381893,-0.50837980827104,1,-2.86159626430416,0.936900104399917
187,"Nsawam Adoagyiri",-0.979777185949036,-0.411001804133084,-0.775215413873715,-1.08256740540207,0.895185352740288,0.872674943829961,0,NA,NA
188,"Nzema East",-1.213834193668,2.25834427075225,2.57474167448607,0.787747339929215,-0.328012443276054,-0.583917159743971,1,-1.79175946922805,0.1
189,"Obuasi",0.484638945184159,0.723461036077272,-1.36142153665628,-1.22358319969292,1.11091662038491,0.736745925926354,0,NA,NA
190,"Obuasi East",0.127774182948291,0.695451439019438,-1.27255145838004,-1.07514552149203,0.906932620494477,1.07758526017894,0,NA,NA
191,"Offinso",1.57052764526624,0.257796814648904,-0.408283759736641,-0.303269594847368,0.275450068466549,0.0359362903179372,0,NA,NA
192,"Offinso North",1.61604645835497,-0.00818453229919001,-0.340737768108275,0.498293867437468,-0.55582283187237,-0.577406732423134,0,NA,NA
193,"Oforikrom",0.963806342035049,0.634205426882061,-0.691324855472652,-1.30522392270341,1.26556406081599,1.91789714477568,0,NA,NA
194,"Okaikwei North",-1.24826641705368,-1.41907245567151,-0.898152511754637,-1.22358319969292,1.38987660901688,2.18165177639236,0,NA,NA
195,"Okere",0.475180467001915,-0.0393609076834008,-1.0411700189865,-0.266160175297144,0.529471755244161,-0.171178593528179,0,NA,NA
196,"Old Tafo",1.18556430768526,0.715822621163546,-0.707964408169238,-1.36459899398377,1.14100808367167,1.80561343605449,0,NA,NA
197,"Prestea-Huni Valley",-0.852678484159742,2.21059073261785,1.16328947605146,0.142043439755319,0.231428666705474,-0.349947510680573,1,-3.74428365016723,1.10234892703406
198,"Pru East",-0.682119307162948,-0.225427326885151,2.26464770922156,0.201418511035677,-1.01566271464442,-0.808493074273128,1,-1.73266508806257,0.417508798106819
199,"Pru West",-0.115419960279695,-0.296335570201792,0.703739087989849,0.795169223839259,-1.21253410744667,-1.00699569333458,1,-1.94591014905531,0.1
200,"Pusiga",0.739581992153547,-1.45459535909078,-1.04308227840979,0.980716321590379,-1.77763892148594,0.221495463218554,1,-2.05110455609809,0.504925244196774
201,"Saboba",-0.353065891195605,-0.428420195683777,-0.238812883740184,1.36665428491271,-1.16661366824508,-0.877829482231149,1,-1.60227754911728,0.1
202,"Sagnerigu",-0.0158469393936416,-0.655674505252329,-1.1724825779808,-0.659520022529518,0.0489559930582755,1.28147294628392,0,NA,NA
203,"Savelugu",-0.412902538798409,-0.829987515213403,-0.718162841980575,1.00298197332051,-1.49364192939624,-0.642847680835893,1,-1.74695694784373,0.142815102008257
204,"Sawla-Tuna-Kalba",1.1316640020006,-1.01963962622705,2.05980017982918,1.97524876553638,-2.03145550430123,-1.32832571228414,1,-1.00784243397891,0.657542426030571
205,"Sefwi-Akontombra",0.393663044452963,1.71690842260095,1.23721208991668,0.394387492696841,-0.286393819169258,-0.823749381684625,0,NA,NA
206,"Sefwi-Wiawso",0.216787708292043,1.28609400925855,0.397146521648057,-0.666941906439562,0.269239635237163,-0.246041295273613,1,-2.26806434633054,0.539946085970344
