ADM2_NAME,n_obs,direct_prev,direct_se,direct_low,direct_upp,direct_cv,iid_prev,iid_se,iid_cv,spatial_prev,spatial_se,spatial_cv,itn_coverage,pfpr_map,accessibility
SEFWI-WIAWSO,28,0.1545871381185867,0.04890642962493248,0.058533228862729936,0.2506410473744435,0.31636803824788734,0.177094007866412,0.04779460379694182,0.2698826706378169,0.18541368371562458,0.0430344693530399,0.2320997484686371,0.4730587507180662,0.36428025364875793,27.18170928955078
SEKONDI-TAKORADI,16,0.08637665066057022,0.09622851245068098,-0.1026194562654535,0.27537275758659396,1.114057001687008,0.20935649149371807,0.09408526018865367,0.449402163350052,0.2033155482421248,0.10634351158139216,0.5230466262951499,0.17650364437918864,0.24118441343307495,5.446827411651611
SEKYERE SOUTH,6,0.3333333333333333,6.938893903907222e-17,0.3333333333333332,0.3333333333333334,2.0816681711721668e-16,0.3318775547489686,0.022586773139471106,0.06805754958799697,0.3308555363277642,0.021912878856566,0.06623095717176654,0.8333333333333333,0.1751186102628708,10.653952598571777
SENE EAST,18,0.5333333333333333,7.632783294297949e-17,0.5333333333333332,0.5333333333333334,1.4311468676808654e-16,0.5263149418513098,0.024711941508485078,0.04695276448272771,0.5202083839982717,0.025085988797436135,0.04822296135373219,0.888888888888889,0.32483673095703125,119.06301879882813
SENE WEST,27,0.2742705912394957,0.07729511912615389,0.12246031975978791,0.42608086271920353,0.2818206603079039,0.2713853338650282,0.06650000398781776,0.24503904850249247,0.2976340580668102,0.06377256270192241,0.21426500420058556,0.6642098806582944,0.31926143169403076,91.81263732910156
SHAI-OSUDOKU,5,0.8411489044506305,0.1889635745932464,0.4700179471135037,1.2122798617877573,0.22464937372374266,0.3582043323354566,0.12937946758824767,0.3611890083648805,0.38022799339411606,0.1725351489931522,0.45376761309185115,0.10057523494740296,0.16892080008983612,23.238012313842773
SHAMA,11,0.3297055713509254,0.31254092514887283,-0.2841355512422228,0.9435466939440735,0.9479394717786458,0.27407934748684826,0.11561428849639072,0.42182780116965396,0.23607175755801937,0.1185399205895277,0.5021351211840499,0.4521218265250661,0.25945204496383667,9.524925231933594
SISSALA EAST,33,0.32559608254731015,0.07860135239668135,0.17122032401413192,0.4799718410804884,0.24140754944513293,0.3110583140724805,0.06664034706044443,0.21423747267181673,0.3316548718763482,0.06282278499207566,0.1894221684025135,0.5041275721696342,0.15302076935768127,56.8105354309082
SISSALA WEST,23,0.2938554860200204,0.06755968734400414,0.16116593727842202,0.42654503476161876,0.22990786477745492,0.2874382800219217,0.059318941599744726,0.2063710567542386,0.3476218100214566,0.06188501601633662,0.17802397384823707,0.6709879343797778,0.14514856040477753,30.327301025390625
SOUTH DAYI,15,0.23076923076923078,3.469446951953612e-17,0.23076923076923073,0.23076923076923084,1.5034270125132317e-16,0.23157405550372986,0.017657454838301688,0.07624971113405787,0.2315894701599673,0.01746721040267088,0.07542316319738389,0.5333333333333333,0.22926965355873108,21.803089141845703
SUHUM,14,0.05550488143906073,0.03492677974601878,-0.013092514814397944,0.12410227769251941,0.6292560012827914,0.13029071447260257,0.054269610844629314,0.4165270799558098,0.08168636063549801,0.03947005872960115,0.4831903199326627,0.22201952575624292,0.21418994665145874,8.2285919189453125
SUNYANI MUNICIPAL,28,0.09068127220089112,0.06884436930794849,-0.0445314360870839,0.22589398048886614,0.7591905984229449,0.18108300718969433,0.07509389134343965,0.41469319793642867,0.1418719638698513,0.06049948689123568,0.4264372272081603,0.3736878313884759,0.249264657497406,21.143280029296875
SUNYANI WEST,25,0.16663506761620805,0.1166531735332487,-0.06247577590482625,0.39574591113724233,0.7000517670261516,0.2234637470602974,0.08884074068782956,0.3975622079936644,0.15989299846876134,0.05427011981881195,0.33941523605497226,0.7244650033723943,0.23970536887645721,24.35016632080078
TAIN,16,0.10971731080032068,0.09969517619888711,-0.08608744291600162,0.305522064516643,0.9086549375998352,0.20926232725991115,0.08927563335475014,0.4266206656674838,0.15803602218125604,0.06752547231881069,0.42727899238924016,0.7914271056037994,0.2541530430316925,24.121570587158203
TALENSI,34,0.49861456142453353,0.08342745325566209,0.33476017487611737,0.6624689479729498,0.16731852559081153,0.4425485358142503,0.07430774484359254,0.1679086898499683,0.4021667144770253,0.06171155970073703,0.15344770583758105,0.6434032440104349,0.12322644889354706,23.198421478271484
TAMALE,72,0.06757382938555317,0.03620355417649083,-0.0035311957466703375,0.13867885451777667,0.5357629500309317,0.12761199487750455,0.047817106527095296,0.37470699030287236,0.11613407760970591,0.047236505290611595,0.40674112424916525,0.28835049064691787,0.11391894519329071,18.662710189819336
TANO NORTH,46,0.21014720078940577,0.05850535328264165,0.095240675445184,0.32505372613362754,0.27840177296137986,0.22102925105029667,0.0518800916576576,0.2347204789010118,0.18416069392157752,0.04171664739001854,0.22652307884864423,0.6365531134623552,0.25275543332099915,22.21987533569336
TANO SOUTH,33,0.07281968653749893,0.03639714328148693,0.0013344457471947818,0.1443049273278031,0.49982559678753913,0.12871734045930527,0.047351747861248225,0.3678738831324654,0.09818068188231013,0.04337963430292248,0.4418347221800919,0.7507969691083314,0.22042766213417053,17.41842269897461
TARKWA-NSUAEM,30,0.06352152190445089,0.04954983677649134,-0.033796061118318885,0.16083910492722064,0.7800480103581938,0.15964551802310115,0.06843479732749551,0.42866720077661563,0.15434114586279096,0.0654371052895926,0.4239770601921414,0.3337987115937463,0.37750905752182007,31.0101318359375
TATALE-SANGULE,21,0.3684210526315789,2.0816681711721682e-17,0.36842105263157887,0.368421052631579,5.650242178895886e-17,0.365367677940539,0.022981555843797526,0.06289980540516671,0.3674979240679556,0.02345510465714941,0.06382377456045772,0.2857142857142857,0.201480433344841,27.48176383972168
TECHIMAN MUNICIPAL,50,0.07918076452693824,0.05191472682249921,-0.02278154385446851,0.181143072908345,0.6556482137127787,0.15888725843763898,0.06656468027655463,0.4189428462111726,0.13769520955428138,0.05298709992810202,0.38481440349029544,0.537033669031857,0.24200473725795746,10.4613676071167
TECHIMAN NORTH,30,0.1454401720813705,0.12371101470961451,-0.09753251416864686,0.38841285833138783,0.8505972795494287,0.22367100964052689,0.09381897947271493,0.4194507800697829,0.18250042612360584,0.07910368929042466,0.43344386076582897,0.36911823422555945,0.2358473539352417,15.417593955993652
TEMPANE,20,0.41786740195419503,0.03419340521667596,0.3507103784908232,0.48502442541756685,0.08182836243451243,0.4098748955380067,0.03188623861047986,0.07779505150864534,0.41066233043362665,0.03330884853803706,0.08111006554427716,0.9541705294592351,0.14597128331661224,13.196394920349121
TWIFO-ATI-MOKWA,12,0.35787225280073764,0.060398635058988924,0.2392472569540542,0.4764972486474211,0.16877149481778553,0.3430700126447184,0.054114697314770144,0.15773659987826175,0.31294340834521484,0.046963803418126386,0.15007123385810245,0.44390514789024665,0.26720014214515686,29.196889877319336
UPPER DENKYIRA EAST,9,0.09568446967388648,0.08352684530572076,-0.0683651262780847,0.25973406562585766,0.8729404634879457,0.19714237681932226,0.08397907282807987,0.4259818420726727,0.22435211458805124,0.07833152876636482,0.3491454890460688,0.19136893934777296,0.2807435393333435,17.02033233642578
UPPER DENKYIRA WEST,12,0.09752052277511142,0.05721767868388106,-0.014856965385063564,0.2098980109352864,0.5867244868634338,0.16553670316397606,0.06406387177930305,0.3870070537519595,0.18279598125539034,0.06289366033050725,0.34406478686550784,0.34537390831621756,0.3010220527648926,14.594624519348145
WA EAST,50,0.2904799453271657,0.08671014913304156,0.1201782312118311,0.46078165944250027,0.2985064908194625,0.2813670148754639,0.07083261728477012,0.251744566846691,0.28964871694050554,0.05647792559613716,0.19498766019991673,0.5977302004271501,0.11999773234128952,37.9168586730957
WA MUNICIPAL,75,0.13770470886238115,0.04439492173723841,0.05051155621000229,0.22489786151476,0.32239218327388974,0.16353773300423727,0.04426778905333781,0.2706885330995192,0.2080607360412735,0.05105187555012067,0.2453700612690007,0.3504795377465381,0.12325353920459747,9.635187149047852
WA WEST,45,0.27333255728546696,0.0714397667234777,0.1330223992399444,0.4136427153309895,0.26136574227733295,0.27147236629161725,0.06232417347714301,0.2295783336201299,0.27793814632753844,0.05988064165524422,0.21544592725561823,0.4443728316791354,0.17658832669258118,19.69058609008789
WASSA AMENFI EAST,23,0.3382250234388863,0.14050266060795055,0.062272967323909634,0.6141770795538629,0.4154117846734008,0.2974901141649786,0.09443371291047573,0.3174347933394041,0.25274962753339464,0.06870098444632407,0.27181438452267126,0.6920594804344122,0.34075698256492615,32.98992156982422
WASSA AMENFI WEST,11,0.4434586981020722,0.05283472025732974,0.33968949098397777,0.5472279052201666,0.11914236992859392,0.4224447514713602,0.04888803224378289,0.11572645197628233,0.3932251440745025,0.04487814758773286,0.11412837725155749,0.16518804715310825,0.38454723358154297,23.842031478881836
WASSA EAST,9,0.2054574168116206,0.08161821229406502,0.04515644171605415,0.36575839190718706,0.39725123366511983,0.22633116152216837,0.06940584365741125,0.30665615459501444,0.20986342851994425,0.06162443307052481,0.293640647658953,0.5136435420290515,0.3199276626110077,49.820980072021484
WASSA-AMENFI CENTRAL,23,0.36168090486645466,0.2022491532968396,-0.03554338582158828,0.7589051955544976,0.5591922343025466,0.2930741233302768,0.10557510259839047,0.36023345015490743,0.26491385048623955,0.07228234964089238,0.27285228578355114,0.5848205258217664,0.38429826498031616,30.000991821289063
WENCHI,35,0.2642691056459062,0.16425563507415636,-0.058334608981685965,0.5868728202734984,0.6215468685705632,0.2612571603353337,0.09690695539935579,0.3709255481264971,0.19122927447841043,0.0667215647423663,0.3489087375578528,0.639013413901624,0.2321348786354065,25.570858001708984
WEST AKIM,8,0.12333845055771378,0.02383209623247085,0.07653139417583502,0.17014550693959254,0.19322519558747897,0.13446160152123918,0.02410146437806341,0.17924421623266484,0.12690054772185,0.023796178426150078,0.18751832717308914,0.8766615494422862,0.21096986532211304,19.33686065673828
WEST GONJA,41,0.12889600251589828,0.07947982169510083,-0.027205099922397558,0.2849971049541941,0.6166197565769942,0.19305416180321391,0.07269746546310074,0.37656512961996397,0.2067117555133841,0.0687021032527726,0.3323570209258094,0.7480536950223345,0.1542409062385559,73.8771743774414
WEST MAMPRUSI,129,0.20081696925626805,0.04141995305975834,0.11946675737010713,0.28216718114242895,0.206257236194523,0.20894272548035392,0.04040760437287065,0.19339081693308352,0.22961435929394727,0.03876768037860612,0.1688382229134746,0.5380092177599956,0.11227692663669586,31.255874633789063
YENDI,51,0.1781846179158199,0.06419680073335139,0.05209989409835994,0.3042693417332799,0.3602825063366581,0.20399617366834125,0.06036472433295591,0.2959110617000954,0.23523009135141018,0.06243955073884705,0.26544032007184243,0.5729823258984387,0.22819842398166656,24.934383392333984
YILO-KROBO,6,0.16666666666666669,2.0816681711721682e-17,0.16666666666666666,0.1666666666666667,1.2490009027033009e-16,0.1687361691096832,0.013923994460241635,0.08251932311673292,0.16648695619607942,0.01373473083702976,0.0824973388356847,0.6666666666666667,0.1933773159980774,11.77130126953125
YUNYOO-NASUAN,35,0.3048091941451623,0.011256670952300572,0.282700705374514,0.3269176829158105,0.03693022116301287,0.30380277606130257,0.02079298810240871,0.06844239006628766,0.3055958016309138,0.020359112375825075,0.0666210473677056,0.6715804616974337,0.14817042648792267,25.08427619934082
ZABZUGU,19,0.47058823529411764,4.8572257327350586e-17,0.47058823529411753,0.47058823529411775,1.0321604682062e-16,0.46494534403529136,0.024305512366030454,0.05227606358003568,0.46207855023050354,0.024293440710854836,0.05257426621239242,0.8421052631578947,0.23814047873020172,19.06474494934082
