time,year,label,district_id,district_name,district_code,region,name_clean,area_km2,elev_mean_pw,elev_mean_uw,travel_time_pw,travel_time_uw,rainfall_sep_dec,nightlights,temp_sep_dec,elev_std,rainfall_std,ntl_std,temp_std,travel_std,country,poverty_H,mpi_index,literacy_rate,census_pop,census_pop_density,avg_hh_size,households,pop_dens_std,poverty_std
1,2014,DHS 2014,17,Amansie South,GHA2.11_2,Ashanti,amansie south,595.6983216185465,177.00125122070313,176.7686767578125,119.98611450195313,120.60235595703124,337.7502746582031,0.01599450409412384,8.738961219787598,0.06537492677127356,-0.05980734424259909,-0.614493096949367,-0.47000184407917567,0.21802738077389283,GHA,0.303,0.1,0.6446391956451596,113155,189.9535316677599,NA,NA,-0.09718782323315962,0.201612836706573
2,2022,DHS 2022,17,Amansie South,GHA2.11_2,Ashanti,amansie south,595.6983216185465,177.00125122070313,176.7686767578125,119.98611450195313,120.60235595703124,625.44244384765625,0.32169651985168457,8.790704727172852,0.06537492677127356,0.8105450009128198,-0.3622229384203435,-0.13355350806168337,0.21802738077389283,GHA,0.303,0.1,0.6446391956451596,113155,189.9535316677599,NA,NA,-0.09718782323315962,0.201612836706573
1,2014,DHS 2014,18,Amansie West,GHA2.12_2,Ashanti,amansie west,640.866658518286,230.87750244140625,230.11685180664065,93.45603942871094,96.2277603149414,329.0644226074219,0.05189523100852966,8.704855918884277,0.6377929519043403,-0.086084568691806,-0.5811903527168347,-0.6917624536347641,-0.15111956512965755,GHA,0.31,0.1,0.6796704628059123,112627,175.741706177068,NA,NA,-0.146090904197178,0.2536161477618399
2,2022,DHS 2022,18,Amansie West,GHA2.12_2,Ashanti,amansie west,640.866658518286,230.87750244140625,230.11685180664065,93.45603942871094,96.2277603149414,638.29571533203125,0.6436012983322144,8.747056007385254,0.6377929519043403,0.8494298791869246,-0.15318052614307295,-0.41736764985324215,-0.15111956512965755,GHA,0.31,0.1,0.6796704628059123,112627,175.741706177068,NA,NA,-0.146090904197178,0.2536161477618399
1,2014,DHS 2014,19,Asante-Akim Central,GHA2.13_2,Ashanti,asante akim central,301.6786823017916,221.710205078125,225.57861328125,96.681915283203125,96.75023651123048,342.76702880859375,0.3748716711997986,8.666998863220215,0.5403933345664409,-0.044630206289340085,-0.3243948714845071,-0.9379178464237199,-0.10623381881110147,GHA,0.16899999999999998,0.1,0.7997005532152464,91673,303.8762941436236,NA,NA,0.19865342124352214,-0.7938791177799632
2,2022,DHS 2022,19,Asante-Akim Central,GHA2.13_2,Ashanti,asante akim central,301.6786823017916,221.710205078125,225.57861328125,96.681915283203125,96.75023651123048,552.1224365234375,1.2515915632247925,8.620508193969727,0.5403933345664409,0.588730689799531,0.1486706844390707,-1.240211005509492,-0.10623381881110147,GHA,0.16899999999999998,0.1,0.7997005532152464,91673,303.8762941436236,NA,NA,0.19865342124352214,-0.7938791177799632
1,2014,DHS 2014,20,Asante-Akim North,GHA2.14_2,Ashanti,asante akim north,1131.0895384927271,215.74826049804688,210.9490203857422,150.18345642089844,151.7208251953125,350.1906433105469,0.02138680405914783,8.680749893188477,0.47704957056732844,-0.02217161692450468,-0.6094166101823876,-0.8485054469722902,0.6382017117175269,GHA,0.26,0.1,0.7211746946617263,85202,75.32736985043545,NA,NA,-0.6770123664091185,-0.11783607406149443
2,2022,DHS 2022,20,Asante-Akim North,GHA2.14_2,Ashanti,asante akim north,1131.0895384927271,215.74826049804688,210.9490203857422,150.18345642089844,151.7208251953125,483.0232849121094,0.15196000039577484,8.670324325561523,0.47704957056732844,0.3796856927715964,-0.49404236510535293,-0.9162949157844845,0.6382017117175269,GHA,0.26,0.1,0.7211746946617263,85202,75.32736985043545,NA,NA,-0.6770123664091185,-0.11783607406149443
1,2014,DHS 2014,21,Asante-Akim South,GHA2.15_2,Ashanti,asante akim south,1158.8797292568893,217.0597686767578,218.8386688232422,108.76172637939452,108.8323211669922,356.93621826171875,0.02103478461503982,8.692858695983887,0.49098392762807164,-0.0017642940741289343,-0.6097471941465795,-0.7697711910714092,0.06184807922123299,GHA,0.24600000000000002,0.1,0.6985963743636104,123633,106.68320178425887,NA,NA,-0.45939633231072746,-0.22184269617202795
2,2022,DHS 2022,21,Asante-Akim South,GHA2.15_2,Ashanti,asante akim south,1158.8797292568893,217.0597686767578,218.8386688232422,108.76172637939452,108.8323211669922,559.60113525390625,0.23958423733711243,8.652774810791016,0.49098392762807164,0.6113559249497026,-0.4237350038274778,-1.0304059480825085,0.06184807922123299,GHA,0.24600000000000002,0.1,0.6985963743636104,123633,106.68320178425887,NA,NA,-0.45939633231072746,-0.22184269617202795
