time,year,label,district_id,district_name,district_code,region,name_clean,area_km2,elev_mean_pw,elev_mean_uw,travel_time_pw,travel_time_uw,poverty_H,mpi_index,literacy_rate,illiteracy_prop,pop_under5,pop_total,prop_under5,pop_density,rainfall_sep_dec,temp_sep_dec,elev_std,rainfall_std,temp_std,travel_std,poverty_std,illiteracy_std,pop_dens_std
1,2014,DHS 2014,6,Tano South,GHA1.6_2,Ahafo,tano south,491.213456441849,297.5416564941406,296.81390380859375,69.84822845458984,68.97888946533203,0.237,0.1,0.6726009845572865,0.32739901544271355,10575,86989,0.12156709469013323,177.0900183193535,352.0978698730469,NA,1.3394038386940539,-0.016401702796875247,NA,-0.4732190452367651,-0.2887040961002284,-0.10033165499018448,-0.14128552074166287
2,2022,DHS 2022,6,Tano South,GHA1.6_2,Ahafo,tano south,491.213456441849,297.5416564941406,296.81390380859375,69.84822845458984,68.97888946533203,0.237,0.1,0.6726009845572865,0.32739901544271355,10575,86989,0.12156709469013323,177.0900183193535,449.6359558105469,NA,1.3394038386940539,0.27867932800368816,NA,-0.4732190452367651,-0.2887040961002284,-0.10033165499018448,-0.14128552074166287
1,2014,DHS 2014,7,Adansi Akrofuom,GHA2.1_2,Ashanti,akrofuom,570.8592388209779,159.87557983398438,158.759521484375,81.63334655761719,81.15028381347656,0.37,0.2,0.6475238095238095,0.3524761904761905,6019,49291,0.12211154166074943,86.34527856955243,355.55572509765625,NA,-0.11837843767907977,-0.005940686730898089,NA,-0.3092903433873482,0.6993588139498411,0.035727783991274985,-0.5917537432676933
2,2022,DHS 2022,7,Adansi Akrofuom,GHA2.1_2,Ashanti,akrofuom,570.8592388209779,159.87557983398438,158.759521484375,81.63334655761719,81.15028381347656,0.37,0.2,0.6475238095238095,0.3524761904761905,6019,49291,0.12211154166074943,86.34527856955243,516.64093017578125,NA,-0.11837843767907977,0.4813888308037331,NA,-0.3092903433873482,0.6993588139498411,0.035727783991274985,-0.5917537432676933
1,2014,DHS 2014,8,Adansi Asokwa,GHA2.2_2,Ashanti,adansi asokwa,598.6514356838657,192.9258575439453,186.77346801757813,67.12586975097656,65.36528015136719,0.324,0.1,0.6694559307133787,0.3305440692866213,8536,71844,0.11881298368687712,120.0097347431055,335.75433349609375,NA,0.23159964147929532,-0.06584564579292788,NA,-0.5110865255921082,0.35762276987237357,-0.08326776079168241,-0.3856204038449359
2,2022,DHS 2022,8,Adansi Asokwa,GHA2.2_2,Ashanti,adansi asokwa,598.6514356838657,192.9258575439453,186.77346801757813,67.12586975097656,65.36528015136719,0.324,0.1,0.6694559307133787,0.3305440692866213,8536,71844,0.11881298368687712,120.0097347431055,576.4664306640625,NA,0.23159964147929532,0.6623783405174412,NA,-0.5110865255921082,0.35762276987237357,-0.08326776079168241,-0.3856204038449359
1,2014,DHS 2014,9,Adansi North,GHA2.3_2,Ashanti,adansi north,259.0451784491107,261.3394775390625,263.4306945800781,29.379810333251953,29.478504180908203,0.19699999999999998,0.1,0.7895333904109589,0.21046660958904106,6179,54155,0.11409842119841196,209.05619754910327,315.7808532714844,NA,0.9560494486573426,-0.12627122290676424,NA,-1.036126874461338,-0.585865873558896,-0.7347634647121393,-0.03690052063538469
2,2022,DHS 2022,9,Adansi North,GHA2.3_2,Ashanti,adansi north,259.0451784491107,261.3394775390625,263.4306945800781,29.379810333251953,29.478504180908203,0.19699999999999998,0.1,0.7895333904109589,0.21046660958904106,6179,54155,0.11409842119841196,209.05619754910327,563.7161865234375,NA,0.9560494486573426,0.6238051498728626,NA,-1.036126874461338,-0.585865873558896,-0.7347634647121393,-0.03690052063538469
1,2014,DHS 2014,10,Adansi South,GHA2.4_2,Ashanti,adansi south,763.6903398807265,127.24115753173828,129.2974090576172,82.76898193359375,81.26263427734375,0.35,0.2,0.6822221303682884,0.3177778696317116,10210,85200,0.1198356807511737,111.5635429057628,368.09417724609375,NA,-0.46395291460219135,0.031991771642083056,NA,-0.29349387606893484,0.5507779252205072,-0.15253241921726424,-0.4313697765093094
2,2022,DHS 2022,10,Adansi South,GHA2.4_2,Ashanti,adansi south,763.6903398807265,127.24115753173828,129.2974090576172,82.76898193359375,81.26263427734375,0.35,0.2,0.6822221303682884,0.3177778696317116,10210,85200,0.1198356807511737,111.5635429057628,579.45849609375,NA,-0.46395291460219135,0.6714302072085782,NA,-0.29349387606893484,0.5507779252205072,-0.15253241921726424,-0.4313697765093094
1,2014,DHS 2014,11,Afigya-Kwabre North,GHA2.5_2,Ashanti,afigya kwabre north,187.25902867300888,295.3217468261719,300.8684387207031,82.23289489746094,81.54840087890625,0.252,0.1,0.7128111321617561,0.28718886783824393,10031,73330,0.13679258148097642,391.59660561974084,356.4051818847656,NA,1.3158966316345908,-0.0033708333043977485,NA,-0.3009507425291003,-0.177268429553228,-0.3184969833065639,0.35854901293883984
2,2022,DHS 2022,11,Afigya-Kwabre North,GHA2.5_2,Ashanti,afigya kwabre north,187.25902867300888,295.3217468261719,300.8684387207031,82.23289489746094,81.54840087890625,0.252,0.1,0.7128111321617561,0.28718886783824393,10031,73330,0.13679258148097642,391.59660561974084,476.5752258300781,NA,1.3158966316345908,0.3601784418111058,NA,-0.3009507425291003,-0.177268429553228,-0.3184969833065639,0.35854901293883984
1,2014,DHS 2014,12,Afigya-Kwabre South,GHA2.6_2,Ashanti,afigya kwabre south,224.01131751966426,273.770751953125,277.8235778808594,66.49312591552734,71.08880615234375,0.13,0.1,0.8408671889601107,0.1591328110398893,30127,234667,0.1283819199120456,1047.5676077366063,360.12359619140625,NA,1.0876874814480024,0.007878449639806816,NA,-0.519887869341202,-1.083611850802164,-1.0132815921352207,0.9797259072371836
2,2022,DHS 2022,12,Afigya-Kwabre South,GHA2.6_2,Ashanti,afigya kwabre south,224.01131751966426,273.770751953125,277.8235778808594,66.49312591552734,71.08880615234375,0.13,0.1,0.8408671889601107,0.1591328110398893,30127,234667,0.1283819199120456,1047.5676077366063,556.677978515625,NA,1.0876874814480024,0.6025125270581717,NA,-0.519887869341202,-1.083611850802164,-1.0132815921352207,0.9797259072371836
1,2014,DHS 2014,13,Ahafo-Ano North,GHA2.7_2,Ashanti,ahafo ano north,596.2397379469718,228.0140380859375,228.0541229248047,77.62138366699219,78.001434326171875,0.265,0.1,0.7046485767967382,0.2953514232032618,11929,92742,0.128625649651722,155.54481544510585,342.0356140136719,NA,0.6031576094641644,-0.04684294841518645,NA,-0.3650959672918933,-0.08069085187916096,-0.2742099891719838,-0.22281948794091738
