time,year,label,district_id,district_name,district_code,region,name_clean,area_km2,elev_mean_pw,elev_mean_uw,travel_time_pw,travel_time_uw,rainfall_sep_dec,nightlights,temp_sep_dec,elev_std,rainfall_std,ntl_std,temp_std,travel_std,country
1,2011,DHS 2011-12,1,Abidjan,CIV.1.1.1_1,Abidjan,abidjan,2116.690886417332,43.13526153564453,43.235782623291016,108.65635681152344,114.41189575195313,575.2764892578125,3.257343053817749,8.751517295837402,-1.5273657940571386,0.822503452608826,5.2424782530120355,0.004495797961726931,-0.6206007486266525,CIV
2,2021,DHS 2021,1,Abidjan,CIV.1.1.1_1,Abidjan,abidjan,2116.690886417332,43.13526153564453,43.235782623291016,108.65635681152344,114.41189575195313,664.119384765625,7.135715484619141,8.89706802368164,-1.5273657940571386,1.4961416164039887,7.797760724497922,0.7801203607690865,-0.6206007486266525,CIV
1,2011,DHS 2011-12,2,Fresco,CIV.2.1.1_1,Gbôkle,fresco,1874.026642808,81.81778717041016,87.8304214477539,187.42959594726563,196.51918029785156,547.6632080078125,0.013023054227232933,8.669007301330566,-1.219221744870566,0.6131298164695844,-0.42233145668341737,-0.4351913088254592,0.5273460596620198,CIV
2,2021,DHS 2021,2,Fresco,CIV.2.1.1_1,Gbôkle,fresco,1874.026642808,81.81778717041016,87.8304214477539,187.42959594726563,196.51918029785156,638.14044189453125,0.04183105751872063,8.864211082458496,-1.219221744870566,1.2991601101958292,-0.31169192236242854,0.6050291671430327,0.5273460596620198,CIV
1,2011,DHS 2011-12,3,Sassandra,CIV.2.1.2_1,Gbôkle,sassandra,4323.71789674545,82.02912902832031,87.94157409667969,114.04048919677734,121.01095581054688,632.35247802734375,0.011521087028086185,8.627240180969238,-1.2175382008208848,1.2552737270549053,-0.4281858648433484,-0.6577639125478245,-0.542138854017935,CIV
2,2021,DHS 2021,3,Sassandra,CIV.2.1.2_1,Gbôkle,sassandra,4323.71789674545,82.02912902832031,87.94157409667969,114.04048919677734,121.01095581054688,629.09393310546875,0.045509371906518936,8.815465927124023,-1.2175382008208848,1.2305662903457661,-0.2977858101336035,0.34527134692974243,-0.542138854017935,CIV
1,2011,DHS 2011-12,4,Buyo,CIV.2.2.1_1,Nawa,buyo,2567.0106167117087,199.97216796875,200.5673370361328,229.74444580078125,228.87290954589844,592.24224853515625,0.02260822430253029,8.58875560760498,-0.2780068492327601,0.9511438223497647,-0.38517334488222305,-0.8628441676079289,1.1439919836521808,CIV
2,2021,DHS 2021,4,Buyo,CIV.2.2.1_1,Nawa,buyo,2567.0106167117087,199.97216796875,200.5673370361328,229.74444580078125,228.87290954589844,586.2779541015625,0.024428244680166245,8.774882316589355,-0.2780068492327601,0.9059204386721527,-0.3781571683991725,0.12900554294295696,1.1439919836521808,CIV
1,2011,DHS 2011-12,5,Guéyo,CIV.2.2.2_1,Nawa,guéyo,663.9732364796092,166.6810760498047,163.6051483154297,81.291107177734375,84.463104248046875,659.2498779296875,0.025226935744285583,8.612130165100098,-0.5432028698495343,1.45921929836382,-0.3750821496898775,-0.7382836023226249,-1.019389110255384,CIV
2,2021,DHS 2021,5,Guéyo,CIV.2.2.2_1,Nawa,guéyo,663.9732364796092,166.6810760498047,163.6051483154297,81.291107177734375,84.463104248046875,669.65826416015625,0.0926039069890976,8.751306533813477,-0.5432028698495343,1.5381393532346932,-0.1239417842951016,0.0033726692416921615,-1.019389110255384,CIV
1,2011,DHS 2011-12,6,Méagui,CIV.2.2.3_1,Nawa,méagui,556.5373539883578,114.09522247314453,112.18292999267578,49.445499420166016,51.12647247314453,738.71356201171875,0.07404337078332901,8.545187950134277,-0.9621004879637206,2.061740973591202,-0.191544267122527,-1.09501164473946,-1.4834688432255922,CIV
2,2021,DHS 2021,6,Méagui,CIV.2.2.3_1,Nawa,méagui,556.5373539883578,114.09522247314453,112.18292999267578,49.445499420166016,51.12647247314453,645.81817626953125,0.1500517725944519,8.694975852966309,-0.9621004879637206,1.3573753997462152,0.07824652262489334,-0.29680762083203494,-1.4834688432255922,CIV
1,2011,DHS 2011-12,7,Oupoyo,CIV.2.2.4_1,Nawa,oupoyo,808.1365813577623,135.04833984375,139.60586547851563,69.12137603759766,75.82608795166016,680.5048828125,0.032234616577625275,8.577070236206055,-0.7951884695856579,1.6203822408689519,-0.3482043332162571,-0.9251142861897661,-1.1967361912352297,CIV
2,2021,DHS 2021,7,Oupoyo,CIV.2.2.4_1,Nawa,oupoyo,808.1365813577623,135.04833984375,139.60586547851563,69.12137603759766,75.82608795166016,656.202392578125,0.08002346009016037,8.723443031311035,-0.7951884695856579,1.436112189746016,-0.16963643866070052,-0.1451090131712302,-1.1967361912352297,CIV
1,2011,DHS 2011-12,8,Soubré,CIV.2.2.5_1,Nawa,soubré,4572.198792357335,170.10787963867188,173.80323791503906,78.6751480102539,106.92366027832031,596.80059814453125,0.08070066571235657,8.605281829833984,-0.5159050366208893,0.9857068365699142,-0.16716317186139784,-0.7747776626781437,-1.0575109649597203,CIV
2,2021,DHS 2021,8,Soubré,CIV.2.2.5_1,Nawa,soubré,4572.198792357335,170.10787963867188,173.80323791503906,78.6751480102539,106.92366027832031,601.69110107421875,0.17811855673789978,8.751202583312988,-0.5159050366208893,1.022788354397075,0.17338334988862106,0.002818727927285873,-1.0575109649597203,CIV
1,2011,DHS 2011-12,9,San-Pedro,CIV.2.3.1_1,San-Pédro,san pedro,6786.5077061000275,68.10578918457031,88.9302749633789,85.262786865234375,121.64921569824219,735.121826171875,0.05494685098528862,8.50560474395752,-1.3284511840671986,2.0345071658437175,-0.2623293798301998,-1.305946398828886,-0.9615106089923597,CIV
2,2021,DHS 2021,9,San-Pedro,CIV.2.3.1_1,San-Pédro,san pedro,6786.5077061000275,68.10578918457031,88.9302749633789,85.262786865234375,121.64921569824219,660.2109375,0.2037828266620636,8.686522483825684,-1.3284511840671986,1.4665063909393443,0.25841324912421737,-0.34185473836320324,-0.9615106089923597,CIV
1,2011,DHS 2011-12,10,Tabou,CIV.2.3.2_1,San-Pédro,tabou,5750.641139166368,NA,118.85134887695313,NA,265.1634216308594,974.26800537109375,0.010988065972924232,8.433897972106934,NA,3.8477978303766434,-0.430265578762904,-1.688064265161077,NA,CIV
2,2021,DHS 2021,10,Tabou,CIV.2.3.2_1,San-Pédro,tabou,5750.641139166368,NA,118.85134887695313,NA,265.1634216308594,887.03790283203125,0.012727818451821804,8.6572265625,NA,3.1863884316148643,-0.4234815489157413,-0.4979696304480361,NA,CIV
1,2011,DHS 2011-12,11,Abengourou,CIV.3.1.1_1,Indénié-Djuablin,abengourou,4152.602241307591,172.41334533691406,173.36599731445313,187.89691162109375,195.32467651367188,444.88934326171875,0.08569549769163132,8.761618614196777,-0.49753975348956714,-0.1661378687850342,-0.14896894963975735,0.058324664036877485,0.5341561583975796,CIV
2,2021,DHS 2021,11,Abengourou,CIV.3.1.1_1,Indénié-Djuablin,abengourou,4152.602241307591,172.41334533691406,173.36599731445313,187.89691162109375,195.32467651367188,534.48394775390625,0.17397934198379517,8.931914329528809,-0.49753975348956714,0.5132000176165149,0.15949621245994555,0.9658126698249707,0.5341561583975796,CIV
1,2011,DHS 2011-12,12,Agnibilékrou,CIV.3.1.2_1,Indénié-Djuablin,agnibilékrou,1898.378439589629,212.00437927246094,208.9351806640625,197.22308349609375,196.18421936035156,419.62066650390625,0.062386058270931244,8.746757507324219,-0.18215854949139795,-0.35773388685008556,-0.23460326491295477,-0.020868615801592216,0.6700646135394244,CIV
2,2021,DHS 2021,12,Agnibilékrou,CIV.3.1.2_1,Indénié-Djuablin,agnibilékrou,1898.378439589629,212.00437927246094,208.9351806640625,197.22308349609375,196.18421936035156,474.2931823730469,0.13549558818340302,8.86461353302002,-0.18215854949139795,0.0568124084911231,0.027987629993208682,0.6071737839749543,0.6700646135394244,CIV
1,2011,DHS 2011-12,13,Bettié,CIV.3.1.3_1,Indénié-Djuablin,bettié,974.2510576371708,139.455322265625,138.28663635253906,272.21490478515625,299.1929931640625,531.6517333984375,0.01595723070204258,8.7436676025390625,-0.7600825558458857,0.49172516960546037,-0.41091954437129447,-0.03733439432155897,1.7629055686788873,CIV
2,2021,DHS 2021,13,Bettié,CIV.3.1.3_1,Indénié-Djuablin,bettié,974.2510576371708,139.455322265625,138.28663635253906,272.21490478515625,299.1929931640625,628.134033203125,0.04382966086268425,8.900845527648926,-0.7600825558458857,1.2232879907817324,-0.30412998979031025,0.8002502832127866,1.7629055686788873,CIV
1,2011,DHS 2011-12,14,Aboisso,CIV.3.2.1_1,Sud Comoé,aboisso,1237.9564531993162,56.76905059814453,57.8210334777832,188.63893127441406,192.21458435058594,555.3052978515625,0.1048227995634079,8.699703216552734,-1.4187593652230661,0.6710748366141464,-0.08006127658261794,-0.2716159961025673,0.5449694638051267,CIV
2,2021,DHS 2021,14,Aboisso,CIV.3.2.1_1,Sud Comoé,aboisso,1237.9564531993162,56.76905059814453,57.8210334777832,188.63893127441406,192.21458435058594,722.88037109375,0.3013477623462677,8.838342666625977,-1.4187593652230661,1.9416881365462768,0.5659045509473585,0.46717909234238514,0.5449694638051267,CIV
1,2011,DHS 2011-12,15,Adiake,CIV.3.2.2_1,Sud Comoé,adiake,639.0793254983041,32.385765075683594,26.406536102294922,208.3975067138672,214.55374145507813,555.38555908203125,0.14887270331382751,8.681748390197754,-1.6129960188559067,0.6716834055673291,0.07419923212143505,-0.36729538258263333,0.832907269345481,CIV
2,2021,DHS 2021,15,Adiake,CIV.3.2.2_1,Sud Comoé,adiake,639.0793254983041,32.385765075683594,26.406536102294922,208.3975067138672,214.55374145507813,706.28106689453125,0.7798745036125183,8.816927909851074,-1.6129960188559067,1.8158263584364474,1.801458139936367,0.35306209954428225,0.832907269345481,CIV
1,2011,DHS 2011-12,16,Ayame,CIV.3.2.3_1,Sud Comoé,ayame,1943.0606072296946,125.75875091552734,125.87567138671875,246.1612091064453,262.31414794921875,552.43060302734375,0.026012560352683067,8.730085372924805,-0.8691891068410652,0.6492778867084796,-0.3720597739874868,-0.10971267138370909,1.3832302230077178,CIV
2,2021,DHS 2021,16,Ayame,CIV.3.2.3_1,Sud Comoé,ayame,1943.0606072296946,125.75875091552734,125.87567138671875,246.1612091064453,262.31414794921875,693.9078369140625,0.03635423257946968,8.877156257629395,-0.8691891068410652,1.7220081653595989,-0.3324886650256332,0.6740126478930415,1.3832302230077178,CIV
1,2011,DHS 2011-12,17,Bonoua,CIV.3.2.4_1,Sud Comoé,bonoua,1265.174997334483,60.20207214355469,61.174922943115234,183.16256713867188,181.2647247314453,530.192626953125,0.13992156088352203,8.725279808044434,-1.3914119999053094,0.4806617099896539,0.04333726210863882,-0.1353210226065833,0.4651634941684235,CIV
2,2021,DHS 2021,17,Bonoua,CIV.3.2.4_1,Sud Comoé,bonoua,1265.174997334483,60.20207214355469,61.174922943115234,183.16256713867188,181.2647247314453,700.04339599609375,0.3731577694416046,8.869184494018555,-1.3914119999053094,1.7685301379973866,0.7778360861831113,0.6315319557176088,0.4651634941684235,CIV
1,2011,DHS 2011-12,18,Grand-Bassam,CIV.3.2.5_1,Sud Comoé,grand bassam,128.04025813214346,7.1640625,7.05900764465332,127.09680938720703,130.0384979248047,516.75616455078125,1.6451603174209595,8.7193756103515625,-1.8139114821436917,0.37878171374592895,3.3646847398285034,-0.16678387285877902,-0.3518716864488647,CIV
2,2021,DHS 2021,18,Grand-Bassam,CIV.3.2.5_1,Sud Comoé,grand bassam,128.04025813214346,7.1640625,7.05900764465332,127.09680938720703,130.0384979248047,675.9591064453125,7.755216598510742,8.868124961853027,-1.8139114821436917,1.5859145614049663,8.087317040357618,0.6258858199349906,-0.3518716864488647,CIV
1,2011,DHS 2011-12,19,Mafere,CIV.3.2.6_1,Sud Comoé,mafere,1371.4109648962228,85.94116973876953,89.14298248291016,228.6772003173828,232.3251953125,599.16107177734375,0.046843022108078,8.70224380493164,-1.1863749805988544,1.0036047800645054,-0.2927559387151949,-0.2580774670972613,1.128439226652858,CIV
2,2021,DHS 2021,19,Mafere,CIV.3.2.6_1,Sud Comoé,mafere,1371.4109648962228,85.94116973876953,89.14298248291016,228.6772003173828,232.3251953125,766.53594970703125,0.0980839729309082,8.835522651672363,-1.1863749805988544,2.2727001285392676,-0.10420138630409148,0.4521515284277118,1.128439226652858,CIV
1,2011,DHS 2011-12,20,Tiapoum,CIV.3.2.7_1,Sud Comoé,tiapoum,1034.9996991955886,41.7281494140625,39.422637939453125,241.7499542236328,247.8311309814453,588.79034423828125,0.032709915190935135,8.691044807434082,-1.538574814659819,0.9249702666720456,-0.3463879483103749,-0.317755750171326,1.3189458795069215,CIV
2,2021,DHS 2021,20,Tiapoum,CIV.3.2.7_1,Sud Comoé,tiapoum,1034.9996991955886,41.7281494140625,39.422637939453125,241.7499542236328,247.8311309814453,788.93548583984375,0.12025972455739975,8.814972877502441,-1.538574814659819,2.4425413105957925,-0.025312885780750135,0.3426439372091181,1.3189458795069215,CIV
1,2011,DHS 2011-12,21,Kaniasso,CIV.4.1.1_1,Folon,kaniasso,3763.99664242536,393.0601501464844,403.0308532714844,264.8601989746094,266.183837890625,402.45526123046875,0.0023387467954307795,8.600154876708984,1.2601272746683345,-0.48788804293768645,-0.4641671664565226,-0.8020986581483108,1.655726897930427,CIV
2,2021,DHS 2021,21,Kaniasso,CIV.4.1.1_1,Folon,kaniasso,3763.99664242536,393.0601501464844,403.0308532714844,264.8601989746094,266.183837890625,299.9046630859375,0.030181599780917168,8.747819900512695,1.2601272746683345,-1.2654628420852767,-0.35605969245360586,-0.015207233927751798,1.655726897930427,CIV
1,2011,DHS 2011-12,22,Minignan,CIV.4.1.2_1,Folon,minignan,3440.898770625069,406.7735290527344,405.8086242675781,222.63003540039063,224.33265686035156,391.6559143066406,0.002553218510001898,8.586875915527344,1.36936771424304,-0.5697724996561732,-0.46332299868146576,-0.8728608495409087,1.0403150903114,CIV
2,2021,DHS 2021,22,Minignan,CIV.4.1.2_1,Folon,minignan,3440.898770625069,406.7735290527344,405.8086242675781,222.63003540039063,224.33265686035156,376.584716796875,0.01969299279153347,8.751323699951172,1.36936771424304,-0.6840476339664904,-0.39643762049028464,0.0034641457890253104,1.0403150903114,CIV
1,2011,DHS 2011-12,23,Gbeleban,CIV.4.2.1_1,Kabadougou,gbeleban,262.8335537695566,430.90985107421875,430.1788635253906,296.00408935546875,296.2860412597656,535.3880615234375,0.003884214209392667,8.445947647094727,1.561637062692379,0.5200553270488306,-0.4580881900007316,-1.6238528109636143,2.1095806425859274,CIV
2,2021,DHS 2021,23,Gbeleban,CIV.4.2.1_1,Kabadougou,gbeleban,262.8335537695566,430.90985107421875,430.1788635253906,296.00408935546875,296.2860412597656,521.74285888671875,0.14360809326171875,8.607961654663086,1.561637062692379,0.41659258873675226,0.05607702935790443,-0.7604971572333578,2.1095806425859274,CIV
1,2011,DHS 2011-12,24,Madinani,CIV.4.2.2_1,Kabadougou,madinani,4118.314456982142,471.98394775390625,469.7872619628906,246.62979125976563,250.02993774414063,415.1672668457031,0.001954004168510437,8.550569534301758,1.8888323080872278,-0.39150113353031285,-0.4656819789386092,-1.0663337471505179,1.3900587778980171,CIV
